"";"p_val";"avg_log2FC";"pct.1";"pct.2";"p_val_adj"
"SEPT13";5,48129457238078e-09;0,773647869307492;0,423;0,201;0,000220550849708885
"PIGK";5,61633075469793e-09;0,681677758395654;0,472;0,239;0,00022598430057678
"ZNF37B";5,66778590791886e-09;0,652280949340637;0,65;0,444;0,000228054701576931
"AZGP1P1";5,70904252009536e-09;0,325966797391921;0,472;0,22;0,000229714743881077
"TTTY15";5,73780075466935e-09;-0,913320745081499;0,008;0,236;0,00023087188896563
"TACC1";5,73950901908717e-09;0,809167831121969;0,39;0,186;0,00023094062440101
"TMEM191A";5,77939695892609e-09;0,55129519504643;0,26;0,083;0,000232545595436309
"MAPRE2";5,79590704842234e-09;0,725902056866911;0,439;0,213;0,00023320991190737
"CDC73";5,82300749213786e-09;0,684058003503303;0,52;0,27;0,000234300352461151
"CLDN23";5,86234545394805e-09;-1,22684517523456;0;0,225;0,000235883194030508
"H2AFZ";5,87896553574418e-09;0,308697531133803;0,878;0,742;0,000236551936261739
"NVL";5,91560660941504e-09;0,69716374458519;0,423;0,191;0,000238026263143033
"ZNF800";5,98750909798102e-09;0,635003449108014;0,398;0,17;0,000240919403575462
"TOR3A";6,09897998862701e-09;0,937491916302176;0,317;0,133;0,000245404657802385
"SGK3";6,12215106375004e-09;0,785122043333158;0,488;0,277;0,00024633699235211
"MTMR10";6,29245901219914e-09;0,758239422786216;0,358;0,158;0,000253189673273857
"CEP70";6,39180302244325e-09;0,787164951522186;0,447;0,226;0,000257186978214049
"HOOK2";6,65331880035737e-09;0,534659484427741;0,732;0,54;0,00026770958856998
"CECR5";6,68619584392312e-09;0,668067895285804;0,553;0,331;0,000269032462171935
"WASHC2A";6,69249744691103e-09;0,659277522814828;0,545;0,303;0,000269286019771359
"POU3F2";6,72734836759313e-09;0,735377835150217;0,431;0,217;0,000270688316266845
"KLRG2";6,79393387989069e-09;0,63251086211978;0,163;0,038;0,000273367517525162
"UBE2D1";6,85379450938834e-09;0,783732268760382;0,374;0,163;0,000275776129674259
"SNORD86";6,85770416423971e-09;0,82150628093939;0,423;0,204;0,000275933442456513
"ENSA";6,86667624212737e-09;0,495661897760731;0,756;0,606;0,000276294451954479
"LRRC20";6,8862171841604e-09;0,588475086675405;0,154;0,035;0,000277080720839062
"POLD3";6,94570111592116e-09;0,689214066408472;0,35;0,139;0,00027947417580132
"FAM114A1";7,01844484812576e-09;0,610820082336218;0,618;0,411;0,000282401165354036
"PER1";7,01848297800129e-09;-0,763396823197512;0,301;0,556;0,000282402699585838
"ANXA2P2";7,07380809822905e-09;0,257373656517567;0,984;0,858;0,000284628816448442
"SLFN13";7,22773032367715e-09;-0,697470749738767;0;0,223;0,000290822185033797
"MX2";7,28618639057979e-09;-1,10726802539882;0,008;0,234;0,000293174281797759
"AK2";7,41173409561312e-09;0,413456217197059;0,797;0,642;0,000298225944805185
"TRAPPC9";7,53731741881432e-09;0,700352163185448;0,423;0,198;0,000303279040980832
"AC009133.21";7,62711039931389e-09;0,815065285046734;0,333;0,141;0,000306892041137193
"PPIEL";7,64835622531512e-09;-0,870931004789737;0,081;0,331;0,000307746909438005
"DOCK7";7,70209895718005e-09;0,677386340616952;0,585;0,365;0,000309909355740054
"FURIN";7,77777721272974e-09;-0,925162108615789;0,163;0,424;0,000312954421708607
"RALGAPB";7,83878869807649e-09;0,658701537112789;0,496;0,263;0,000315409340844504
"XRCC6";7,92780160988712e-09;0,185308713297695;0,919;0,877;0,000318990953377028
"CTD-2197O4.1";7,95079850977514e-09;0,414525727596333;0,74;0,597;0,000319916279637822
"RP11-624L12.1";7,96664804614855e-09;-0,322516928594724;0,772;0,937;0,000320554017432879
"SHARPIN";7,99825544260588e-09;0,74001275132592;0,455;0,22;0,000321825804244133
"SDHAF1";8,0169221020452e-09;0,852444978065637;0,317;0,122;0,000322576894619993
"HMGN1";8,06916805205631e-09;0,195552569017474;0,976;0,894;0,00032467911491059
"MTHFD1L";8,11484709915354e-09;0,744356692657504;0,415;0,2;0,000326517102728641
"MIR4279";8,25478292810998e-09;0,81235447404421;0,358;0,15;0,000332147700678361
"NDFIP1";8,26691393627592e-09;0,395563458165568;0,813;0,705;0,000332635816053934
"GLIPR2";8,36047278454204e-09;-1,27899419010384;0,024;0,256;0,000336400343431618
"WDR5";8,37868079140994e-09;0,684514922766302;0,504;0,266;0,000337132979003962
"SNX7";8,40570393806531e-09;0,801167167795407;0,317;0,125;0,000338220309355934
"AGFG1";8,47252110600998e-09;0,469807094464306;0,301;0,11;0,000340908831742523
"SAP130";8,64269830444333e-09;0,681073875599346;0,455;0,217;0,000347756251675886
"ZNF724P";8,86279004666036e-09;0,301555078516562;0,13;0,025;0,000356612083107473
"TSC22D3";8,90440706697726e-09;-1,25952135127371;0;0,22;0,000358286627153964
"CD46";8,92709715984927e-09;0,500645365469889;0,789;0,586;0,000359199608420855
"AC010733.5";8,92759347126457e-09;-0,723451303899839;0,195;0,473;0,000359219578503273
"PPP2R3A";9,04410209687424e-09;0,867461034615616;0,398;0,207;0,000363907536071929
"OBP2A";9,13034707013796e-09;0,519937580161869;0,52;0,234;0,000367377775061141
"TPD52L2";9,22207529178215e-09;0,484215388262049;0,724;0,545;0,000371068643515438
"TBC1D9B";9,24836740827738e-09;0,599953846270799;0,675;0,426;0,000372126559406857
"TIMM44";9,28796671327699e-09;0,555540702902065;0,724;0,483;0,000373719916642126
"RP11-488L18.10";9,51898297198759e-09;0,732114506997235;0,415;0,217;0,000383015317843865
"DCAF6";9,66172284887224e-09;0,600316445969261;0,675;0,466;0,000388758742270072
"SPAG16";9,79513533774176e-09;0,678207748503985;0,496;0,283;0,000394126860584715
"SYCE2";9,83158718395416e-09;0,710741797215897;0,138;0,029;0,000395593573520763
"CHPT1";1,0075220001182e-08;0,738595789362116;0,48;0,247;0,000405396627187561
"DCBLD2";1,0180693101158e-08;0,687681460130979;0,415;0,194;0,000409640548311295
"SYS1";1,02302726560162e-08;0,733569906184241;0,447;0,221;0,000411635480860122
"TUBB2B";1,03063218947661e-08;-0,866628962631439;0,423;0,625;0,000414695474079705
"MAGED1";1,03578038956921e-08;-0,531322256206375;0,553;0,776;0,000416766955350963
"METTL4";1,06378678150198e-08;0,659090085069562;0,285;0,104;0,000428035887272953
"DAPK1";1,07264408606532e-08;0,544280728348538;0,732;0,534;0,000431599800910103
"COX6A1";1,0798184665336e-08;-0,218957191182497;0,797;0,857;0,000434486556379126
"EXOC6";1,08270409790035e-08;0,672299671782533;0,358;0,151;0,000435647647872163
"MFAP3L";1,08379177084578e-08;0,705733948477252;0,268;0,096;0,000436085294835216
"REEP2";1,08857196662138e-08;0,80946222350009;0,309;0,123;0,000438008702209445
"KRT16P5";1,10408017619194e-08;-0,633209171230512;0,35;0,615;0,000444248740494351
"ITGB3BP";1,11502712443949e-08;0,674945839065502;0,528;0,279;0,000448653464060717
"DESI2";1,13362979450048e-08;0,700988613890767;0,309;0,12;0,000456138620413157
"RASD1";1,13446067440005e-08;-1,00553279527088;0,098;0,367;0,00045647294155835
"XRN1";1,13592039806616e-08;0,618769533663597;0,593;0,365;0,00045706029056988
"ANXA1";1,13882698147665e-08;0,744829893246579;0,528;0,27;0,000458229812536758
"CTC-398G3.2";1,13936856036628e-08;-0,673281936741475;0,203;0,497;0,000458447727634581
"MT1E";1,18300061622601e-08;0,500731407796053;0,854;0,585;0,000476003957950861
"LYST";1,18488004738316e-08;0,494394175000868;0,829;0,601;0,000476760184665561
"TDRKH";1,18498573764889e-08;0,580298244336129;0,268;0,091;0,000476802711257785
"SRGAP2";1,19888638420272e-08;0,550863139649432;0,276;0,1;0,00048239591441165
"RIN2";1,20463219699207e-08;-0,813464297148498;0,163;0,456;0,000484707857103698
"SOX12";1,21296194016312e-08;0,60686236987274;0,252;0,091;0,000488059495863436
"THNSL2";1,21590416158253e-08;-1,04003249790335;0;0,217;0,000489243357495961
"DNAJB2";1,2240880875053e-08;0,480960110812103;0,244;0,079;0,000492536323769507
"PIN1";1,24010166619791e-08;0,626042577245979;0,577;0,345;0,000498979707428052
"CAP1";1,25187522696227e-08;0,356753434925491;0,756;0,685;0,00050371703507281
"SERF2";1,26402389857731e-08;-0,159031664666559;0,935;0,957;0,000508605296070551
"TRAIP";1,28355591863991e-08;0,78453310167066;0,211;0,063;0,000516464394983143
"PDGFA";1,29443748541424e-08;-0,581698020704426;0,545;0,677;0,000520842811006129
"THAP7";1,30156795025486e-08;0,782924819532773;0,415;0,204;0,00052371189614405
"RAPH1";1,31711061238966e-08;0,565443765775504;0,634;0,403;0,000529965797107227
"EHBP1";1,34267698003656e-08;0,665327438421146;0,431;0,206;0,000540252936457312
"PRSS21";1,3484522767539e-08;-1,31420777095246;0;0,216;0,000542576742597466
"RP4-591C20.9";1,36435798375271e-08;0,401069936756782;0,163;0,039;0,000548976721922577
"DNAJB6";1,3650568959312e-08;0,275624938325398;0,764;0,756;0,000549257943215835
"NCL";1,37531021946283e-08;0,135069180256318;0,976;0,953;0,000553383573005259
"FAM118A";1,3795383091554e-08;0,749473665119618;0,407;0,197;0,000555084829454859
"RANBP3";1,39560579049535e-08;0,608754575622508;0,634;0,39;0,000561549901921612
"RP11-254B13.1";1,39695180766377e-08;0,0946982106607042;0,959;0,981;0,00056209149884967
"RPS27";1,40119884473103e-08;-0,079714840872632;1;0,999;0,000563800379154426
"HLA-E";1,41396287937909e-08;-0,508154274529257;0,691;0,81;0,000568936243775763
"AGBL5";1,41636021534915e-08;0,661447718164378;0,472;0,233;0,000569900859850037
"PTN";1,4227020859917e-08;0,69896584706499;0,415;0,174;0,000572452638340479
"PLPP2";1,46938128583213e-08;0,273795853839691;0,935;0,813;0,000591234947980276
"NCOA3";1,47239593968786e-08;0,571185841787482;0,602;0,337;0,000592447954252203
"HACE1";1,49438429690338e-08;0,746426361485982;0,268;0,097;0,000601295409545013
"CCDC144C";1,50779074309648e-08;-0,691659149294666;0,098;0,353;0,000606689761299729
"MARCH7";1,52492454678419e-08;0,622227972876142;0,659;0,426;0,000613583889889555
"C5orf24";1,56975187547075e-08;0,657221508998066;0,528;0,309;0,000631621062133165
"RP11-319J24.3";1,59372483517603e-08;0,532419127391965;0,154;0,036;0,000641267061929778
"PRKAA1";1,62043402316609e-08;0,613718822972438;0,585;0,337;0,000652014037901338
"USP21";1,66782776561238e-08;0,71589501643845;0,431;0,209;0,000671083858049455
"RP11-571F15.3";1,67347271330717e-08;-0,429525555161794;0,553;0,785;0,000673355215653408
"TWF2";1,69295298275596e-08;0,663766703757114;0,553;0,32;0,000681193491671516
"UROS";1,69591323014322e-08;0,78034088672815;0,366;0,16;0,000682384606412727
"BTAF1";1,69935100288812e-08;0,607616091714368;0,659;0,423;0,000683767863032094
"UNG";1,72721593126212e-08;0,68586961188675;0,512;0,277;0,000694979874261939
"TFDP2";1,73924810573368e-08;0,53563291893441;0,707;0,466;0,000699821260304059
"AC005062.3";1,7405270744973e-08;-0,639920509237392;0,22;0,501;0,000700335878965477
"DDT";1,74512825395878e-08;0,540058046761478;0,691;0,434;0,000702187255545394
"RP4-753D4.2";1,75814474500513e-08;0,414171150848617;0,122;0,022;0,000707424701047712
"DNAJC22";1,77938277589004e-08;0,557475487190188;0,138;0,029;0,000715970247534876
"DLGAP4";1,80050064969548e-08;0,532870339401881;0,707;0,508;0,000724467446417971
"MAL2";1,80376608960766e-08;0,754020288400659;0,301;0,117;0,000725781361475434
"RP11-244J10.1";1,82476950057229e-08;-0,727298125334027;0,146;0,426;0,000734232503945273
"ARRDC1";1,83521950382394e-08;0,685544429804928;0,569;0,332;0,000738437271753639
"RSL24D1";1,8386375230329e-08;-0,508281555798489;0,52;0,725;0,000739812580142747
"CD200";1,84190244423761e-08;-1,11555961986341;0,049;0,293;0,000741126286487887
"SLC38A2";1,85421953385881e-08;0,300569246108386;0,919;0,811;0,000746082313838767
"SLC39A6";1,89571722647965e-08;0,569010456163887;0,642;0,454;0,000762779740418618
"TNFAIP8";1,90832558134524e-08;0,631695418602836;0,236;0,078;0,000767852964165886
"NPC2";1,91886911623367e-08;-0,302882554060216;0,756;0,856;0,000772095366298941
"RPS20";1,92001312966912e-08;-0,117570836474626;0,959;0,994;0,000772555682984962
"URI1";1,92355654269999e-08;0,65218066007935;0,455;0,229;0,000773981446086194
"RP11-21K20.1";1,98324874070354e-08;-0,381864684627923;0,585;0,796;0,000797999795796885
"IFT122";2,00029525708586e-08;0,678227711435777;0,52;0,285;0,000804858802593637
"EPCAM";2,04209114184062e-08;0,277053658917272;0,951;0,812;0,000821676212742412
"D2HGDH";2,05363048122921e-08;0,643377781718204;0,293;0,113;0,000826319296732196
"SSH3";2,05998415026374e-08;0,768280252794553;0,455;0,247;0,000828875822541619
"CHRAC1";2,06701965138142e-08;0,7459071657001;0,415;0,208;0,000831706697126344
"REEP4";2,0726923340308e-08;0,792113591965224;0,358;0,158;0,000833989214443973
"RNF43";2,09043270476378e-08;-0,901708663270239;0,106;0,355;0,000841127407415803
"RPRD1A";2,12926146001417e-08;0,627756783159707;0,65;0,497;0,000856750933665902
"SEC61A1";2,13148198408031e-08;0,373065764733599;0,894;0,746;0,000857644405934394
"PPP1R1B";2,18170949044983e-08;0,782269075004547;0,382;0,177;0,000877854447672299
"IFRD1";2,19012506039812e-08;0,49018523384081;0,748;0,583;0,000881240620552391
"RP5-1086K13.3";2,20689479737339e-08;0,469725528704449;0,187;0,053;0,000887988259619131
"RNF126";2,25163883854972e-08;0,720868588527896;0,333;0,138;0,000905991919467253
"PLIN2";2,25586131386136e-08;-1,25692624941498;0;0,21;0,000907690916858397
"SECTM1";2,25837452675451e-08;0,531210108067508;0,122;0,023;0,00090870215833021
"GAS8";2,2634416968275e-08;0,680194805706617;0,439;0,218;0,00091074103555248
"NTSR1";2,27163404783434e-08;0,503186948999147;0,138;0,029;0,000914037391827105
"RP1-83M4.2";2,29846658977234e-08;-0,64062698253861;0,211;0,496;0,000924834001726696
"SRD5A1";2,31490369080283e-08;0,617139627140028;0,35;0,149;0,000931447798068336
"FTHL11";2,34829661071337e-08;0,423163796506897;0,699;0,559;0,000944884107252737
"NUSAP1";2,37907419837251e-08;0,71389746895666;0,211;0,065;0,000957268085199147
"RP3-453C12.14";2,40558557413167e-08;0,634446767905268;0,268;0,093;0,000967935467463358
"ACOT8";2,42410853020131e-08;0,767635770674652;0,439;0,217;0,000975388549297102
"CYP2R1";2,43790014130366e-08;0,656887434726282;0,325;0,128;0,000980937879856354
"ART3";2,44926297028137e-08;0,630688406358096;0,764;0,434;0,000985509941352114
"ISOC2";2,45126396295101e-08;0,711379525887365;0,496;0,244;0,000986315080772598
"NDUFA1";2,45867138787128e-08;-0,45839227470609;0,577;0,68;0,000989295606337768
"RP11-269F19.4";2,45972713323021e-08;-0,764441619811543;0,106;0,356;0,00098972040659784
"FAM217B";2,4790287345314e-08;0,763678433812369;0,382;0,185;0,000997486791913398
"NDUFB11";2,48643973068191e-08;-0,455257029799283;0,52;0,676;0,00100046875443448
"PCNP";2,61435541493686e-08;0,340282162480408;0,756;0,676;0,00105193818830814
"FAF1";2,6240205457392e-08;0,550997156452193;0,382;0,171;0,00105582714698908
"LIMK2";2,63009060579087e-08;0,499000047535757;0,732;0,582;0,00105826955705207
"DPP9";2,67294824401938e-08;0,604819925252847;0,537;0,289;0,00107551418494608
"MMS22L";2,69639420417396e-08;0,633739811760878;0,496;0,263;0,00108494813593348
"TANGO2";2,73865775557789e-08;0,596047701119832;0,317;0,123;0,00110195372111187
"NMB";2,74941145791402e-08;0,707101230306195;0,13;0,027;0,00110628068832086
"RP11-696F12.1";2,76786650201485e-08;-1,26336318395589;0;0,208;0,00111370644441572
"SMC3";2,83571754766579e-08;0,48953907483353;0,772;0,554;0,00114100766965428
"ALKBH5";2,85186651890048e-08;0,700861612016773;0,447;0,229;0,00114750553120999
"RP11-380G5.2";2,9080225612514e-08;0,752499828169438;0,228;0,076;0,00117010103797073
"COX20";2,93057965468903e-08;0,556445780307477;0,675;0,459;0,00117917733565723
"PRDM15";2,93986975748026e-08;0,640940949982683;0,268;0,098;0,00118291539431733
"SNX18";2,95497450427367e-08;0,523482412684114;0,236;0,079;0,0011889930912846
"CNN2";3,00487307005458e-08;0,237887184901468;0,935;0,851;0,00120907077719786
"MAU2";3,01594384064357e-08;0,635342979299302;0,602;0,38;0,00121352532315975
"MT1F";3,05126343059879e-08;0,661143898075242;0,512;0,252;0,00122773686657004
"COX7C";3,05526916118741e-08;-0,132019826947433;0,943;0,908;0,00122934865238698
"DHFRP1";3,06900264523487e-08;0,589903254816431;0,146;0,034;0,00123487459436315
"TMEM41B";3,07214837793136e-08;0,6129969034859;0,561;0,339;0,00123614034282824
"PPP6R2";3,08846035113048e-08;0,563408706538776;0,667;0,415;0,00124270379148437
"SEMA6D";3,10491052275079e-08;-0,899975101028403;0,236;0,472;0,00124932284703923
"RAP1GAP";3,16405560869666e-08;0,556809844364754;0,146;0,034;0,00127312105527128
"ABHD5";3,18469708915482e-08;0,814959185740606;0,382;0,194;0,00128142656776322
"PDCD10";3,20495269456709e-08;0,630874674888145;0,585;0,314;0,00128957681571296
"RP11-861E21.2";3,24872079421554e-08;0,235498906857538;0,114;0,02;0,00130718778596851
"TALDO1";3,25619610255675e-08;0,33704336953935;0,789;0,65;0,00131019562578576
"ZNF808";3,29299863775594e-08;0,440526817258632;0,341;0,138;0,00132500386187386
"ZFP28";3,33680508472892e-08;0,68725973779721;0,472;0,273;0,00134263026194238
"SYK";3,36315473268332e-08;0,389536839442881;0,122;0,023;0,00135323256978979
"RP11-744D14.1";3,40001641141658e-08;0,623703899716224;0,22;0,072;0,00136806460346169
"PITHD1";3,4024955844057e-08;0,718860454579722;0,52;0,304;0,00136906214829732
"SFXN5";3,4067921668054e-08;0,594001974380651;0,146;0,035;0,00137079096415749
"TMEM194A";3,49696414645862e-08;0,633439758093486;0,415;0,19;0,00140707346361056
"SSR4";3,51452841172892e-08;-0,335818101642077;0,675;0,837;0,00141414079702736
"SDC2";3,54371776185888e-08;0,538726113218732;0,683;0,45;0,00142588571583916
"GNAI1";3,58198424939237e-08;0,713787790038733;0,317;0,128;0,00144128300242801
"CALM1";3,58468999242589e-08;0,279668366970812;0,846;0,744;0,00144237171225241
"ANKRD54";3,66375379561266e-08;0,729236768629351;0,366;0,166;0,00147418461474067
"IQCA1";3,75720969000416e-08;-1,15769089967223;0,016;0,229;0,00151178846296697
"CD74";3,79999768929727e-08;-1,12881307454068;0,065;0,302;0,00152900507024254
"ZNF701";3,80192760861171e-08;0,487522303869324;0,236;0,081;0,0015297816118771
"RNASEH2B";3,86662744255425e-08;0,683566180419295;0,472;0,273;0,00155581488406055
"MYADM";4,00808600967904e-08;0,307246611636128;0,943;0,823;0,00161273356771455
"WRB";4,00891132342736e-08;0,688472050470092;0,512;0,285;0,00161306564920747
"SNRPN";4,0224403250673e-08;-0,609829781189187;0,39;0,615;0,00161850931359733
"GDAP1";4,06908944237167e-08;0,740174969684761;0,236;0,081;0,00163727951892709
"RP11-138A9.2";4,11271567472697e-08;0,641110835489219;0,211;0,066;0,00165483340603989
"TMED9";4,17244621381818e-08;0,491668600493388;0,707;0,512;0,00167886718305402
"PDGFRA";4,17346755335479e-08;-0,934162576865196;0,203;0,441;0,00167927813944337
"C1orf43";4,24517168530911e-08;0,333857164414359;0,805;0,683;0,00170812973101782
"SLC5A3";4,26624539516887e-08;0,541162667126822;0,22;0,07;0,0017166091596541
"CTA-217C2.1";4,36100654307623e-08;0,525803095838609;0,203;0,063;0,00175473820273758
"EDRF1";4,36489721479959e-08;0,64729686645248;0,374;0,167;0,00175630369231891
"HEATR1";4,42368400812236e-08;0,654917434612206;0,423;0,214;0,00177995773434819
"ITCH";4,44554357069915e-08;0,590200870529812;0,65;0,453;0,00178875336654222
"VANGL1";4,45300416980464e-08;0,646933066738791;0,382;0,17;0,00179175528780429
"PKIG";4,49257576248727e-08;0,704820637081394;0,488;0,264;0,001807677709552
"RP11-73M18.7";4,52000388129782e-08;0,475284958468722;0,171;0,045;0,0018187139617178
"NAPA";4,72869281202009e-08;0,348068607758242;0,886;0,732;0,00190268412677252
"SMDT1";4,76453142669266e-08;0,607227253147024;0,626;0,385;0,00191710451015832
"SLC35C2";4,84205260776037e-08;0,547186912835758;0,667;0,4;0,00194829670778454
"AMT";4,85412564736196e-08;0,595680834096961;0,293;0,112;0,00195315453672903
"ULK3";4,86465559587435e-08;0,787269425006114;0,415;0,215;0,00195739147211196
"RCN1";4,96037985974237e-08;0,354453653880908;0,87;0,702;0,00199590804416454
"SGMS1";4,97108541826841e-08;0,686070811649775;0,447;0,224;0,00200021563974866
"PRSS8";5,01339377896726e-08;0,577436947950171;0,699;0,431;0,00201723925484306
"ABCA3";5,0451593039501e-08;0,597223876871147;0,195;0,058;0,0020300207491304
"FCHO2";5,2103191770806e-08;0,549993760024305;0,366;0,157;0,00209647612728192
"IGFBP5";5,28248480996579e-08;-0,916812013692673;0,008;0,214;0,00212551341298593
"DNAJB1";5,30353644567553e-08;0,275379984111497;0,862;0,805;0,00213398395964646
"RP11-517D11.3";5,35303860084589e-08;0,4610220933415;0,39;0,174;0,00215390214182236
"VDAC2";5,36099424898236e-08;0,239713296238081;0,878;0,775;0,00215710325596303
"SHKBP1";5,40461583516041e-08;0,677668868400781;0,48;0,254;0,0021746552735935
"GNG2";5,4743286245911e-08;-0,887530531127664;0,041;0,265;0,00220270560867672
"RPS19BP1";5,50174092585077e-08;0,583554676521414;0,593;0,383;0,00221373549633457
"MIF";5,56210102400337e-08;0,138924226460788;0,984;0,969;0,00223802258902824
"PHF5A";5,57045142946234e-08;0,69771453542216;0,512;0,274;0,00224138254167276
"STX5";5,577692898477e-08;0,594530535243536;0,382;0,18;0,00224429629156019
"ZNF347";5,61687971696644e-08;0,497630077320683;0,211;0,067;0,00226006389171578
"ANKRD13B";5,61961911460977e-08;0,568012179785532;0,382;0,178;0,00226116614314553
"BCS1L";5,70936146817576e-08;0,687314990349507;0,512;0,314;0,00229727577394988
"UTY";5,75197994944901e-08;-0,85155105958654;0,008;0,211;0,0023144241722598
"PCBP1";5,83578487188569e-08;0,379785024725085;0,894;0,719;0,00234814475890065
"PPP1R13L";5,97167829331913e-08;0,549090583013676;0,642;0,368;0,00240282419488282
"RPA3";6,04298530322838e-08;0,692874904436152;0,407;0,195;0,00243151599646
"PRKAA2";6,07396699940941e-08;0,461396668617056;0,171;0,046;0,00244398210155236
"PARP3";6,07880982160119e-08;0,82477304265844;0,333;0,15;0,00244593070791767
"NPC1";6,09464389043692e-08;0,714570614143222;0,504;0,309;0,0024523018621951
"DSCC1";6,1176452787629e-08;0,752902208770861;0,195;0,06;0,00246155693081583
"RPL41";6,12061838888299e-08;-0,071779957216255;1;1;0,00246275322113485
"FAM229A";6,15219355183494e-08;0,469022040789761;0,114;0,021;0,00247545811945183
"NAB1";6,18037977331029e-08;0,642346410763347;0,463;0,242;0,00248679940938686
"SLC2A11";6,20053206949465e-08;0,588012353754707;0,325;0,136;0,00249490808880256
"DERL1";6,21846063766695e-08;0,64016220054166;0,577;0,367;0,00250212200677805
"MED15";6,24828149121999e-08;0,521435433709551;0,691;0,494;0,00251412102362219
"RP11-145M9.3";6,37782059929442e-08;0,495611831229999;0,35;0,16;0,0025662436745381
"MMP7";6,38039941144911e-08;0,805720780452968;0,333;0,136;0,00256728131118478
"TPI1";6,39133824370972e-08;-0,204403498796101;0,813;0,909;0,00257168276912148
"NDUFV1";6,50363792177472e-08;0,303995308177146;0,846;0,733;0,0026168687905845
"FOXP1";6,52465592961421e-08;-0,397197985770703;0,756;0,865;0,00262532580639887
"TMEM87B";6,58254695012999e-08;0,696128048037177;0,358;0,166;0,00264861941632381
"SFXN3";6,60178849074434e-08;0,763286971323023;0,325;0,142;0,0026563616350208
"TTC38";6,60297648581369e-08;0,690630317028356;0,301;0,121;0,00265683964859685
"VPS4B";6,62063964742194e-08;0,604924705744259;0,585;0,376;0,00266394677493317
"CHD1";6,62661156250864e-08;0,519708046472272;0,691;0,507;0,0026663496944066
"SUMO2P";6,68517370446482e-08;-0,355404967955542;0,65;0,814;0,00268991334346551
"CLN6";6,8265205099699e-08;0,658096247173432;0,244;0,086;0,00274678705759659
"C1R";6,8418774441923e-08;-1,06900324643974;0,13;0,364;0,00275296622721966
"RFC1";6,91410732777973e-08;0,58792309812353;0,618;0,386;0,00278202936547873
"SERP1";6,91559906086225e-08;0,444965162317442;0,764;0,589;0,00278262959411914
"SLC5A6";6,95917204840046e-08;0,740504401885381;0,455;0,246;0,00280016205711489
"RP11-657G2.1";7,04009383096309e-08;0,440233283159022;0,244;0,086;0,00283272255476462
"UBALD1";7,08047992478087e-08;0,429712711728151;0,268;0,102;0,00284897270733408
"H2AFJ";7,17120485665869e-08;-0,921163449732795;0,171;0,406;0,00288547769817376
"RBKS";7,18133771115451e-08;0,625048484163576;0,276;0,104;0,00288955485483724
"DOCK1";7,18497708708619e-08;0,585730607764873;0,626;0,409;0,00289101923053087
"CNOT10";7,19721016315609e-08;0,651875649838829;0,553;0,296;0,00289594145334912
"STAG3L5P-PVRIG2P-PILRB";7,29765577827352e-08;0,510478768519728;0,675;0,464;0,00293635775550392
"RAB40B";7,33298485895028e-08;0,668429109271188;0,325;0,141;0,00295057311769582
"TMEM254";7,47743632680345e-08;0,669996632546249;0,472;0,245;0,00300869605481591
"RF02271.6";7,49931350283375e-08;0,535924893679884;0,138;0,031;0,00301749877413522
"SMARCA2";7,52116795501159e-08;-0,459051542098876;0,602;0,777;0,00302629235005802
"CD93";7,61378841265937e-08;-1,06419543752526;0;0,197;0,00306356004360175
"RF00012.23";7,68273494263822e-08;0,659489702363987;0,146;0,035;0,00309130205886934
"RP11-22B23.1";7,74837124631704e-08;0,502084299372772;0,39;0,176;0,00311771213838059
"SMCHD1";7,77468585066868e-08;0,569350553730183;0,488;0,266;0,00312830034573356
"COMMD6";7,800804809802e-08;-0,344827291658994;0,683;0,767;0,00313880983132003
"P4HB";7,82030611054976e-08;-0,227940436299141;0,813;0,915;0,00314665656970191
"CAT";7,91665163043164e-08;0,632805102944951;0,585;0,383;0,00318542311653678
"CTNNAP1";7,94574660296993e-08;0,404747963427108;0,48;0,264;0,00319713006063701
"AC093838.4";8,13134463840849e-08;0,657625329638975;0,561;0,351;0,00327180914215642
"SPSB3";8,34214440519746e-08;0,426978294048536;0,756;0,587;0,0033566286443193
"TBC1D23";8,34978469299977e-08;0,645773119604656;0,528;0,298;0,00335970286692232
"SLC35A3";8,40828218075772e-08;0,531080563738294;0,455;0,252;0,00338324050107148
"BTBD3";8,53941794034556e-08;0,665511649767469;0,439;0,225;0,00343600559665684
"RCE1";8,60497525304039e-08;0,729092423738564;0,374;0,17;0,00346238389256586
"SHISA2";8,68739254640391e-08;0,744845520312499;0,358;0,164;0,00349554613889654
"HSP90AB1";8,89449452043917e-08;-0,150595679592647;0,927;0,99;0,00357887776018911
"TASP1";9,16282706813923e-08;0,656547907263338;0,512;0,284;0,00368684672740718
"NFAT5";9,19837477198109e-08;-0,480554392694243;0,61;0,791;0,00370115005700203
"SP3";9,35872689447634e-08;0,625417399455909;0,553;0,327;0,00376567094053044
"NAMPTL";9,43463996021592e-08;0,62885515900761;0,512;0,291;0,00379621608079208
"NCAPD3";9,59698763987519e-08;0,630962048961858;0,398;0,189;0,00386153991665658
"PYGO1";9,60005144194396e-08;0,522639180782092;0,187;0,056;0,00386277269869499
"GNAZ";9,65791409005484e-08;0,587861954664928;0,171;0,047;0,00388605489241536
"SNX5";9,70019821074898e-08;0,484451289644042;0,756;0,558;0,00390306875405907
"HMGB2";9,7519339207113e-08;0,498635032032094;0,659;0,47;0,00392388565167661
