"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","fdr"
"DUOX1",0.34670684794076,-0.0786091100664358,0.244,0.271,1,0.391124057968386
"C9orf16",0.351959047264946,-0.0136732309625595,0.747,0.699,1,0.396808197705261
"FAM107B",0.352708246663302,-0.0311776687405428,0.214,0.222,1,0.397411717586668
"IL4R",0.355110660856765,0.00587431684570744,0.271,0.221,1,0.399876125982951
"MTSS1",0.355615020881296,0.0226865728882869,0.294,0.229,1,0.400201519562355
"MPZL2",0.356363995515698,0.0667873875063394,0.418,0.297,1,0.400801636603006
"CDC42EP3",0.357318321255726,0.03735184839596,0.281,0.223,1,0.401631845670381
"COTL1",0.359837453279947,-0.0280213688581161,0.233,0.222,1,0.404218856223786
"KATNBL1",0.361593294188197,-0.0142299490509503,0.335,0.297,1,0.405930641965708
"PDLIM4",0.361798247091072,-0.0856161467828992,0.541,0.535,1,0.405930641965708
"C1orf106",0.362114096026764,0.0141962315780776,0.249,0.187,1,0.406039825237011
"TSPAN3",0.368579435485877,-0.0564794072050482,0.298,0.312,1,0.413040163530012
"CXCL1",0.371184054886598,-0.0536967197446366,0.344,0.357,1,0.415708242302169
"CDC42SE1",0.374175440161487,-0.0354856004968341,0.455,0.413,1,0.418806004710869
"ANKLE2",0.375175746975004,-0.0799062730187719,0.392,0.406,1,0.419672810282695
"CCDC28B",0.381475273917898,-0.173192041460807,0.279,0.328,1,0.426462731010502
"SLC44A2",0.383163789946833,-0.00198056187919532,0.304,0.244,1,0.42809279718654
"ANKRD65",0.384547414342093,0.0273617303822634,0.288,0.214,1,0.429380466254573
"GSDMD",0.386434900389352,0.0151543071237525,0.486,0.422,1,0.431228855809859
"DUSP14",0.387214619090588,-0.0301093373048655,0.317,0.298,1,0.431769503643846
"GNG12",0.3873841563909,0.0526726067954288,0.455,0.359,1,0.431769503643846
"PTPN1",0.390515721055115,-0.0313738252958216,0.27,0.256,1,0.434998926690889
"IDH2",0.393163900858125,-0.10977685102706,0.646,0.624,1,0.437522108536768
"NAMPT",0.393251841365125,0.0193346855501511,0.528,0.45,1,0.437522108536768
"ZMIZ2",0.395329675188335,-0.0461288196375463,0.208,0.208,1,0.43957063824053
"ARHGDIB",0.400737191334826,-0.00066474084087359,0.215,0.173,1,0.445316807117289
"C16orf72",0.40299466486791,-0.0261257985106373,0.296,0.268,1,0.447557733009311
"DBNL",0.406579743675768,-0.0542230398983807,0.331,0.335,1,0.451269512395208
"CTSB",0.407596551255476,0.147128162003287,0.8,0.681,1,0.452127995362791
"RND3",0.411899184308877,0.0338507968968946,0.578,0.469,1,0.456460808833883
"SLC16A3",0.411993959318849,0.0293531491060618,0.355,0.274,1,0.456460808833883
"NEU1",0.414327956765935,-0.0125614437038323,0.277,0.259,1,0.458596205855075
"RELB",0.414414978272697,-0.18165704350388,0.362,0.442,1,0.458596205855075
"PSME4",0.415262313227028,-0.072499959354176,0.295,0.303,1,0.459260344033225
"TFPI",0.419007213355452,0.0393121025508107,0.218,0.15,1,0.4631263547974
"NPEPPS",0.426510418854622,0.0201800165665132,0.354,0.277,1,0.471139333074845
"IFI44L",0.430567632410909,-0.053375182387512,0.263,0.267,1,0.475338479512459
"ADAM10",0.430879824688148,0.00257519915380186,0.269,0.224,1,0.475400661680866
"LEPROTL1",0.43168988682154,0.0165518371034172,0.332,0.275,1,0.476011756507075
"UBE2B",0.434324661144363,0.0102323117022655,0.69,0.613,1,0.478632989564784
"TWF1",0.437873248947841,-0.0145860019405797,0.307,0.27,1,0.482257555746941
"TUBB6",0.438709032093207,0.0631482018988758,0.328,0.226,1,0.482891813761362
"PLEK",0.439843432020752,-0.164729203452506,0.199,0.266,1,0.483853816870667
"TMX2",0.447708997027686,-0.0149482210591313,0.457,0.416,1,0.492214980164166
"IST1",0.450409460330115,0.0188030768286706,0.295,0.226,1,0.49489105694462
"STK17A",0.457366324446464,-0.0825979951858437,0.293,0.316,1,0.502237961478445
"CXCL14",0.457674853335839,0.0849083862119405,0.278,0.194,1,0.502279904015351
"PSME2",0.458558913064555,-0.128515103078602,0.82,0.826,1,0.502953046324642
"TGOLN2",0.459720607408069,-0.103752221315909,0.355,0.383,1,0.503929727766485
"STEAP3",0.462369476075454,-0.0960758404139122,0.182,0.216,1,0.506534484993039
"RNF141",0.465808533377243,0.0899518206288583,0.441,0.306,1,0.510001328824347
"SEC11C",0.466824921635723,-0.0724680062564525,0.501,0.497,1,0.510813135688559
"HMGCS1",0.467274988466931,0.00712347800414154,0.289,0.236,1,0.511004666610687
"SEC61A1",0.473260254406281,0.0272676240491367,0.456,0.377,1,0.517245619227571
"CCL5",0.474863334993604,-0.0422695925105507,0.218,0.219,1,0.518692578729052
"SLC35E1",0.478367112647544,-0.0562150288108906,0.209,0.221,1,0.522212746944263
"EIF5A",0.479580375677668,-0.195572416128798,0.659,0.708,1,0.523229793311279
"PPP2CB",0.482679771623287,0.068783920606577,0.381,0.271,1,0.526302239246518
"TXNRD1",0.486734250291303,-0.0536515160738695,0.238,0.236,1,0.530411869232399
"RIPK2",0.490537838643883,-0.0368912723153658,0.205,0.207,1,0.534243437397617
"PPP1CB",0.491082817177402,0.0482207314530289,0.704,0.608,1,0.534293166084936
"RAP2B",0.491158626304128,0.0152328663134898,0.433,0.365,1,0.534293166084936
"PTP4A3",0.491721713579839,-0.0839500461936665,0.24,0.265,1,0.53459271142852
"TAX1BP1",0.494933608024938,-0.0351754312101513,0.539,0.5,1,0.537605946599887
"XAF1",0.495071999263943,-0.115602784374287,0.269,0.313,1,0.537605946599887
"RIPK4",0.496550122221788,0.00683597496426688,0.234,0.187,1,0.538896102271076
"LRRC1",0.500318237559047,-0.0360045137050147,0.219,0.214,1,0.542668584579516
"SCRIB",0.504752980673672,0.000662357081136267,0.247,0.211,1,0.547159298769943
"RAB25",0.507344605901456,0.0443325351348099,0.59,0.483,1,0.549647975373122
"RYBP",0.508143628931213,-0.0498690485785014,0.216,0.225,1,0.550192810346267
"SEMA4C",0.508785811481534,-0.172455090529668,0.244,0.278,1,0.550567290467496
"ERBB2IP",0.512028960663098,-0.0193854034315394,0.29,0.251,1,0.55375425431434
"GABARAPL2",0.515210712124325,0.0259013479592048,0.658,0.572,1,0.556871147834203
"PILRB",0.516626490678206,-0.0311616443599513,0.287,0.263,1,0.558076755627969
"SLC9A3R2",0.519351658593797,0.0457234242840733,0.293,0.21,1,0.560694585512652
"RRAGC",0.522440347965637,-0.0152322917923182,0.267,0.237,1,0.56370160657384
"TNIP2",0.527066509640782,-0.0147721308422043,0.319,0.293,1,0.568054323055713
"ZNF385A",0.527085927313267,0.0205689586214507,0.296,0.234,1,0.568054323055713
"ABHD11",0.52958121116685,-0.0290448611765938,0.325,0.302,1,0.570412690056816
"USP18",0.52991367574566,-0.131629215178356,0.3,0.337,1,0.570440098224471
"EXOSC4",0.531096248046442,0.00360989305803683,0.428,0.376,1,0.571172225805371
"DNMT3A",0.531208614742563,-0.164525924602211,0.184,0.261,1,0.571172225805371
"LGALS3",0.535200715002905,0.0745561947216042,0.893,0.791,1,0.575131826764255
"WASL",0.536656376567974,-0.00629649952568817,0.304,0.259,1,0.576362744314044
"LYRM5",0.540216997614685,0.0023522420817837,0.252,0.21,1,0.579851635799009
"PKN2",0.541387761027999,-0.024662760271873,0.433,0.397,1,0.58077278290417
"PML",0.548243008464506,-0.0613681577021132,0.384,0.387,1,0.587787368567255
"IFI44",0.550485751560982,0.0168079206192009,0.272,0.224,1,0.589851514648388
"CTHRC1",0.553681361804486,-0.130065369491044,0.219,0.278,1,0.592933700422325
"ARPC3",0.55652267647131,0.0653902019628347,0.893,0.816,1,0.595633141062036
"EFNA1",0.557160924981447,0.0388679728288002,0.445,0.34,1,0.595972941056723
"POGLUT1",0.559199392609193,-0.0577235651567532,0.207,0.207,1,0.597809247104649
"TLE1",0.569568380253131,-0.0742778307000837,0.201,0.226,1,0.608544019844921
"SPTSSA",0.576536583081694,0.0218428270869086,0.416,0.341,1,0.61563504101482
"TNFAIP2",0.578092978297066,0.0336816103348253,0.495,0.394,1,0.616942420261889
"NR4A2",0.579201377672187,-0.0110533551722122,0.227,0.2,1,0.617770470559657
"MYLK",0.584954021053916,0.0631758743976311,0.202,0.122,1,0.623548233573251
"RIN2",0.59104380866985,0.00294328521021153,0.27,0.211,1,0.629477982554176
"PELI1",0.591194337759439,-0.085183305863973,0.248,0.27,1,0.629477982554176
"PPP1R13L",0.595112614307583,-0.00736981606809842,0.268,0.235,1,0.633287077539227
"NPLOC4",0.60739610088582,-0.0199571236633519,0.282,0.249,1,0.645988526299859
"PSMB10",0.608550708202494,-0.0196796132591094,0.327,0.305,1,0.646796921958859
"REEP4",0.608852430842865,0.109129469754181,0.429,0.293,1,0.646796921958859
"HOMER3",0.610916066486534,-0.0275481627860107,0.249,0.233,1,0.648618315161132
"TRIM38",0.615009209285779,-0.0303846073870422,0.251,0.243,1,0.652331411040796
"HSPA5",0.615115517838253,-0.00903613262790248,0.681,0.643,1,0.652331411040796
"SLC50A1",0.619576308020426,-0.00156203382000361,0.286,0.241,1,0.656687267713606
"SDF2L1",0.625767361588217,-0.0521479359846055,0.364,0.361,1,0.662871013586606
"IL27RA",0.627310463017951,-0.0257940210405515,0.294,0.288,1,0.664126974522708
"WARS",0.636428276832809,-0.0124474270057774,0.294,0.264,1,0.673396206352711
"IFI35",0.63772697181352,-0.00460900964561944,0.422,0.375,1,0.674386291194946
"ANXA11",0.641024189390225,0.057785635681705,0.573,0.457,1,0.677487453860659
"TMEM106B",0.64266963999677,-0.00522878727849635,0.237,0.2,1,0.678840358791358
"IGHG4",0.646332405369294,-0.23672286230427,0.155,0.229,1,0.682321368850084
"IGHG2",0.647834699328894,0.0475398608149472,0.215,0.138,1,0.683518950228896
"RER1",0.650154201313588,-0.0384387070970892,0.602,0.569,1,0.685576904676871
"SLK",0.653449193638652,-0.0100752809577775,0.291,0.259,1,0.688660579569266
"CDH1",0.653823085105294,0.0310715007912743,0.334,0.267,1,0.688663997803649
"AKAP13",0.654471259340803,-0.0340392338133343,0.325,0.307,1,0.688956147226748
"LGMN",0.656696028797148,-0.0229873671617749,0.223,0.205,1,0.690906693943998
"NUB1",0.662476727797904,-0.0814349451213722,0.336,0.351,1,0.696299921544136
"JOSD2",0.662571722976336,-0.0404465723423771,0.345,0.343,1,0.696299921544136
"S100A4",0.663893442483046,0.0364701242899487,0.461,0.359,1,0.697294525796212
"CTNND1",0.674000202476252,-0.00373635997316402,0.535,0.489,1,0.707509817062642
"ID1",0.674823331651207,0.0641154998194917,0.619,0.521,1,0.707973884928257
"MLLT6",0.680597904488814,-0.109394538878532,0.266,0.298,1,0.71362283135635
"LRRC8A",0.680975931105925,0.0257074627026612,0.316,0.247,1,0.71362283135635
"NOTCH1",0.681895078845364,-0.0228313691870573,0.272,0.242,1,0.714183233649767
"PARP14",0.685844946375522,-0.0940249232059244,0.539,0.528,1,0.71791544245956
"RNF10",0.686267962939138,-0.00237213264678007,0.295,0.234,1,0.717953758525292
"LASP1",0.689766200753435,-0.0223528477338101,0.301,0.272,1,0.72120742881254
"RALGDS",0.695882007754444,-0.0473393389272386,0.269,0.257,1,0.727192784256331
"FHL2",0.700267996873618,-0.0172718564604024,0.336,0.317,1,0.731364776948388
"IER5",0.701928760004571,0.0278843932894919,0.501,0.412,1,0.732687436004772
"CD44",0.702926107432171,0.0471138695396335,0.55,0.453,1,0.733316511852316
"COMTD1",0.711436909715934,0.0314336579313308,0.393,0.32,1,0.741778775674639
"TOLLIP",0.719186041277862,0.0478505799273442,0.336,0.247,1,0.749437837742158
"UBC",0.720459128481542,0.0441647856559222,0.98,0.95,1,0.75034364390062
"KDM6B",0.72368038807481,-0.0666598917142638,0.255,0.268,1,0.753276280696357
"SRGN",0.724282594282515,0.065732900227818,0.253,0.157,1,0.753480996739593
"ALDH1A1",0.735767711867348,-0.0575329397262162,0.156,0.177,1,0.765000788276179
"SIRT7",0.745537262417033,-0.017020035439211,0.31,0.278,1,0.77472496284723
"VEGFA",0.747391106466454,-0.00622873338135693,0.308,0.265,1,0.775965447601954
"TUBA4A",0.747566281597146,0.0240839462846163,0.336,0.254,1,0.775965447601954
"IGHG1",0.75550824536677,-0.0102122679745493,0.536,0.404,1,0.783771256220803
"P3H4",0.758788159458745,-0.0920142023172843,0.177,0.218,1,0.786734598367381
"FAM207A",0.760374836609574,-0.0875679309606333,0.285,0.312,1,0.787341704650213
"PLK3",0.760443862218517,-0.00155702227310486,0.258,0.224,1,0.787341704650213
"RARRES3",0.760644973007068,0.0558006796068681,0.407,0.309,1,0.787341704650213
"TIMM8B",0.762250195309398,-0.0447342982724939,0.512,0.505,1,0.788563954835669
"HLA-F",0.764117253404425,-0.180049186603048,0.139,0.236,1,0.78952671904449
"VPS4B",0.764243968876938,0.00695671315888213,0.517,0.45,1,0.78952671904449
"CD46",0.764455633778815,0.0377420310919518,0.579,0.478,1,0.78952671904449
"FBXO32",0.772484027688915,0.0985838005310851,0.557,0.395,1,0.797375179692224
"KLHDC7B",0.773880624470655,-0.103868356502452,0.168,0.23,1,0.798373237238465
"ANKRD36",0.781680707769935,-0.0869353869242669,0.226,0.26,1,0.805972672051354
"ZNF524",0.786326684800472,-0.0383509537592952,0.216,0.215,1,0.810313355717846
"NR1D1",0.787613729261569,-0.0657528650447118,0.205,0.22,1,0.81118974998226
"IGHM",0.797153837575543,0.127793784692586,0.291,0.16,1,0.820560570756431
"GDE1",0.800697843765852,0.000285030549603771,0.351,0.296,1,0.823752266731425
"KLF3",0.801656218610873,0.0253903129700712,0.446,0.372,1,0.824281823009962
"SULT1E1",0.80290254854478,0.0380367438077306,0.189,0.115,1,0.825106711944802
"THY1",0.805417884427116,-0.173583920824816,0.129,0.236,1,0.827234068140178
"XRN1",0.80631749726537,-0.00106081363545676,0.259,0.222,1,0.827700502717711
"RBM47",0.814994442841981,0.02047522081912,0.42,0.341,1,0.836145596245389
"B3GNT5",0.816213867346248,0.0777853371084157,0.28,0.173,1,0.83689690963579
"PRKD3",0.81662760881038,-0.0834464028010329,0.198,0.225,1,0.83689690963579
"GCC2",0.817163035284601,-0.128857833071871,0.331,0.376,1,0.836983968885771
"PARP9",0.819238424061159,-0.0040538414033634,0.404,0.35,1,0.838647378460404
"RABIF",0.820001246930099,0.0248243034014949,0.309,0.247,1,0.838966033478041
"PPP1R18",0.820490144421167,-0.110277704855277,0.224,0.262,1,0.839004231334357
"IRF7",0.821957142838358,0.00781991217663452,0.419,0.358,1,0.840042008467365
"B4GALT1",0.824605211333539,-0.107394985254004,0.412,0.418,1,0.842285037195005
"AP1M2",0.833783194594494,-0.0617489696519604,0.196,0.222,1,0.851191854701412
"TRIM69",0.840324540803126,-0.0312075865231285,0.251,0.247,1,0.857398680292262
"NAPRT",0.844951622852828,0.00718968216218596,0.406,0.354,1,0.861646605521709
"TPT1-AS1",0.852453745285761,-0.089559088171695,0.174,0.193,1,0.86882010901862
"DEDD2",0.853319739212163,-0.0493497976603919,0.255,0.257,1,0.869225918561512
"NCALD",0.854135206493453,-0.0832761773609847,0.173,0.226,1,0.869564695168723
"TM2D2",0.854588338739552,0.0271253309315229,0.366,0.293,1,0.869564695168723
"CASP7",0.857951233192315,0.0256851713196874,0.27,0.208,1,0.872508698013859
"RNF11",0.864924522263674,-0.000445576950702409,0.298,0.253,1,0.879119126020737
"PDLIM3",0.866301296059455,0.0277234653606749,0.358,0.264,1,0.880037073853728
"ZFAND2A",0.86712727037343,-0.0251603268762201,0.243,0.215,1,0.880394791450182
"KAZN",0.86820444142741,-0.0117929147611485,0.244,0.219,1,0.880912796150675
"SUSD6",0.86858570643059,-0.000810385109600575,0.226,0.184,1,0.880912796150675
"MAFG",0.8714171820765,-0.056148329477468,0.279,0.269,1,0.883302304581635
"RAB3IP",0.874318920261737,-0.0687696133734058,0.187,0.216,1,0.885760389229175
"LPIN1",0.876662786313255,-0.142214233634978,0.123,0.2,1,0.887650930228898
"KCNK1",0.892208530472072,0.0372410159394972,0.312,0.229,1,0.90235218490135
"RHBDL2",0.892613182182006,0.0446128382962229,0.299,0.22,1,0.90235218490135
"RTN4",0.892639028982068,-0.0788736765368485,0.612,0.618,1,0.90235218490135
"JARID2",0.893201229254171,-0.00610743125610977,0.252,0.218,1,0.902429518191544
"NBR1",0.895578343855241,-0.0370545490586652,0.244,0.229,1,0.904013875560389
"KLF6",0.895742489185509,-0.0664238913909259,0.635,0.617,1,0.904013875560389
"SCD",0.897366133675109,0.0340053089823125,0.247,0.178,1,0.905160844933959
"HBA2",0.898790394623432,-0.0617411494054272,0.219,0.208,1,0.906105563326281
"GUK1",0.901653662767162,-0.0288940412679437,0.813,0.789,1,0.90849918949099
"CHMP4B",0.907443208061401,-0.0944938977955205,0.649,0.659,1,0.91383711684449
"SNHG25",0.909271386469692,-0.00572423773670538,0.221,0.184,1,0.915182143044793
"SPAG9",0.923826608326826,-0.0699692550340268,0.287,0.3,1,0.92932855347658
"BAX",0.947479360085748,-0.118268182094632,0.566,0.594,1,0.952245014808462
"IER5L",0.947632417858367,-0.00744173665247863,0.242,0.197,1,0.952245014808462
"EPSTI1",0.955308280208628,-0.100428195260769,0.271,0.311,1,0.959439343041963
"ATP6V1B2",0.957715087321438,0.0507363954218849,0.313,0.209,1,0.961336916392885
"BHLHE40",0.970508498285481,-0.0719300796194169,0.42,0.426,1,0.973652694284246
"MAL2",0.97169154200636,0.152831037616394,0.714,0.553,1,0.97431348356601
"MFSD1",0.975694035192397,-0.00300583939261967,0.291,0.259,1,0.977720578270818
"CAP1",0.976141912105687,0.0379716833163223,0.624,0.537,1,0.977720578270818
"MSRB1",0.980678179527623,0.023529315271485,0.298,0.24,1,0.981734944807287
"CASP3",0.991874427678677,0.00104516611095415,0.282,0.233,1,0.992408554995683
"SYTL1",0.995075621235248,0.0201211116934527,0.377,0.317,1,0.995075621235248
