"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","fdr"
"RHOC",0.0106117064974312,0.0781891527750695,0.776,0.667,1,0.0148916545862743
"AC004951.6",0.0110027187369604,-0.0477977464077692,0.252,0.248,1,0.0154287180477528
"DMD",0.0110817491356475,-0.0304107472906534,0.208,0.201,1,0.0155278204329058
"UGCG",0.0113578125149433,0.0608449977658203,0.459,0.351,1,0.0159026493238618
"RNF19B",0.0118755669222892,-0.0330590843954139,0.285,0.269,1,0.0166150627572389
"PIGP",0.0120630748910498,0.0104725389685704,0.311,0.257,1,0.0168647051524233
"TGFB1",0.0124445208232302,-0.0384181120111583,0.233,0.245,1,0.0173849020222268
"TBC1D17",0.0127829795593912,-0.151778914194014,0.244,0.318,1,0.0178443095577376
"TMED10",0.0130444301513088,0.0364056092753668,0.594,0.509,1,0.0181956090248737
"PIAS3",0.0133434937493977,-0.00696622592691359,0.237,0.203,1,0.0185988082418461
"SIGMAR1",0.0134181826646942,-0.098727995797552,0.298,0.324,1,0.0186888930967031
"LPAR6",0.0135042510979144,0.0767996100385439,0.313,0.204,1,0.0187946805542509
"LDLR",0.0138346887982958,-0.0336187297441776,0.31,0.299,1,0.0192401585233785
"LRRFIP1",0.0138969369895502,0.0351961721802716,0.562,0.484,1,0.0193122729443413
"LSP1",0.0143536326924608,-0.086209663941238,0.237,0.263,1,0.0199320250692019
"ARF4",0.0143775322913941,-0.0656236613120189,0.519,0.527,1,0.0199503024625917
"WDR77",0.0147966231737665,0.011977877055204,0.319,0.263,1,0.0205165118334762
"FNBP4",0.0150423347061992,-0.0382586310947195,0.361,0.337,1,0.0208416539031455
"SMG7",0.0150671571389385,-0.0517849251416752,0.233,0.226,1,0.0208604902862501
"EFNB1",0.0155997262608434,0.0552647354961793,0.305,0.208,1,0.0215817508508169
"MTRNR2L12",0.015973332824719,-0.0318386333066895,0.591,0.529,1,0.0220821818365535
"SNCG",0.01608931877095,-0.0114005932916198,0.286,0.231,1,0.0222259883096097
"C20orf24",0.0163404212436099,-0.0249563071777014,0.627,0.59,1,0.0225560941089355
"TNF",0.0163794855928798,-0.0502541660526356,0.18,0.191,1,0.0225932325401415
"XBP1",0.0164762597734678,-0.0220339745201327,0.434,0.397,1,0.0227010869786283
"THAP9-AS1",0.0164821132046123,0.0425257411362208,0.367,0.275,1,0.0227010869786283
"MSRB2",0.0168186593243977,-0.0558088763513986,0.193,0.221,1,0.0231474585368377
"CITED4",0.0174924463675258,-0.0235430275861545,0.245,0.208,1,0.0240569691716232
"FLII",0.0176155177576658,0.0147422424733271,0.29,0.231,1,0.0242073904640935
"FNDC3B",0.0176278790623888,-0.0403199764855548,0.34,0.33,1,0.0242073904640935
"NR2F6",0.0178433562601561,0.0398907462723536,0.312,0.23,1,0.0244851964042614
"HLA-B",0.0180090474498815,-0.194831589778502,0.746,0.71,1,0.0246869347636868
"FAM136A",0.0180169448544453,-0.12839180602099,0.358,0.386,1,0.0246869347636868
"IFI27",0.0185063846563144,-0.0960889795031257,0.956,0.963,1,0.0253388818654621
"FRMD8",0.0186573910795299,0.0137426290847774,0.256,0.192,1,0.0255268281485762
"CCNG2",0.0190633908066674,-0.0635337096547899,0.215,0.228,1,0.026061712207466
"FOSL2",0.0190763878375424,-0.00316733758987253,0.424,0.367,1,0.026061712207466
"TSHZ2",0.0196109995728089,0.159728281883718,0.453,0.27,1,0.0267724005924166
"AP2S1",0.0198689765822719,-0.0366200532590589,0.78,0.773,1,0.0271046684947586
"VASP",0.0205624163176468,-0.0232661584270151,0.29,0.269,1,0.0280300583405633
"ABHD17C",0.0206898478100474,0.0177137900584779,0.378,0.319,1,0.0281830918116334
"FBXO2",0.0208326998723087,-0.0455562759610194,0.238,0.233,1,0.0283568911082415
"YIF1A",0.0212793066541588,-0.00124881672158339,0.525,0.472,1,0.0289435957272526
"DNAJB11",0.0213764321823559,0.0463476908182454,0.578,0.507,1,0.0290544337928437
"PIM3",0.0219948238793007,-0.0768029580899103,0.582,0.573,1,0.0298730868185239
"SDR16C5",0.0220114410568094,0.120392171765348,0.634,0.452,1,0.0298738184686281
"HN1",0.022481945395419,0.0512095541743449,0.675,0.599,1,0.030490112806342
"TSPAN6",0.0226937532789015,-0.00211655704087821,0.286,0.231,1,0.0307549187397513
"CLDN5",0.0231428852138077,0.0425606340299876,0.218,0.155,1,0.0313407293930427
"REEP3",0.0235367604856354,-0.04642630613207,0.247,0.246,1,0.0318509111305976
"RUNX3",0.0236001073394348,-0.107028162286551,0.205,0.234,1,0.0319133911475035
"ACKR3",0.0239590778454756,0.0769760509369913,0.247,0.164,1,0.0323752484631954
"GPC1",0.0249802723829282,0.100718684890716,0.525,0.39,1,0.0337306294240411
"TPPP3",0.0255849476973656,0.0907632189904879,0.236,0.126,1,0.0345220281929596
"LAPTM5",0.0257516311890438,-0.112923730353601,0.132,0.194,1,0.0346978313740314
"PTP4A1",0.0257525885171094,-0.0418032677403033,0.337,0.318,1,0.0346978313740314
"C1QTNF1",0.0258067849408067,-0.153967640685774,0.116,0.201,1,0.0347456568261006
"GBP4",0.0260281715886185,-0.0948054623826562,0.354,0.384,1,0.035018351058402
"SUPT5H",0.026543519368525,0.0595717557287463,0.46,0.362,1,0.035685860337713
"TMEM45A",0.0267615384809106,0.250685346784658,0.461,0.222,1,0.0359529562527345
"S100A14",0.0273065864507261,0.0767044188744408,0.922,0.846,1,0.0366586977062493
"TRIM22",0.0274993945272525,0.00908209073013691,0.281,0.236,1,0.0368908844993756
"JUP",0.028024194227102,0.0800593573958127,0.753,0.643,1,0.0375677870663459
"SORD",0.0285354769109814,0.0377047966496993,0.342,0.261,1,0.0382256064171618
"LTBR",0.0286980206213629,0.00671520551523619,0.428,0.372,1,0.0384156500824873
"SPTAN1",0.0291859551001847,-0.0160674106102582,0.307,0.264,1,0.0390406800404198
"UBE2J1",0.0293121931713193,0.00884727075503822,0.303,0.254,1,0.0391813344692887
"PRR13",0.0298509540485693,0.0517643686110605,0.623,0.538,1,0.0398728056234664
"ADAR",0.0300163624144678,-0.0878917195948478,0.447,0.442,1,0.0400649435101158
"HBA1",0.0308372547355513,-0.0245163621975373,0.201,0.188,1,0.0411310978454087
"IFIH1",0.031841756051601,-0.137675955507549,0.259,0.323,1,0.0424404467316174
"HECTD1",0.0322739921958614,-0.0971787163580911,0.326,0.354,1,0.0429857186379287
"GALNT14",0.0325288995670964,-0.16452253598069,0.162,0.245,1,0.0432941944095022
"ACTG1",0.033915912371704,0.103725559113115,0.993,0.971,1,0.0451079206776135
"GPAT2",0.0343905111879364,-0.128859662125973,0.184,0.243,1,0.0457064161567853
"WFDC2",0.034595795192352,0.0336914152095734,0.653,0.561,1,0.0459463813205075
"FLNB",0.0355809994331807,-0.0743437630298894,0.366,0.358,1,0.0472210692477498
"BCL2L11",0.0357160418205699,-0.0177839146558021,0.24,0.215,1,0.0473664566042962
"FAM3C",0.0360404652272693,-0.0398727375655885,0.419,0.397,1,0.0477626136892057
"LY6E",0.0370928800115445,0.077605601153844,0.969,0.921,1,0.0491222887109407
"TRAF4",0.0373540675609459,-0.111428769073694,0.452,0.474,1,0.0494329469574341
"DSP",0.0374041026424118,0.0935439231958748,0.834,0.746,1,0.0494639307541645
"TNFRSF10B",0.0379691380775167,0.0278694424539688,0.253,0.188,1,0.0501754328222092
"EHF",0.0391587689247773,0.0605289514985342,0.559,0.422,1,0.0517107268388317
"MAP2K1",0.0392852938285976,-0.0796861088074379,0.265,0.292,1,0.0518409630209761
"SLC20A2",0.0394223294191261,0.0237381009952234,0.253,0.192,1,0.0519848744220982
"TRIM8",0.0397620581341627,-0.0615969328963664,0.236,0.242,1,0.0523956766051591
"TVP23B",0.0403661444830723,-0.0844182335836532,0.246,0.287,1,0.0531540017360371
"SRPRB",0.0404919724078646,0.0277120141228753,0.335,0.259,1,0.0532819296981674
"PDP1",0.0409508644221814,0.0467409135024027,0.324,0.222,1,0.0538476334723376
"EDN2",0.0427450533172376,0.0931670396798731,0.17,0.094,1,0.0561671209783787
"PNPLA2",0.0430356187779907,-0.0120752481364096,0.285,0.243,1,0.0565089609113122
"STK24",0.0437446189996402,0.0423609637969787,0.472,0.381,1,0.0573993658907708
"ITGB8",0.0438391139961338,-0.0403789152229385,0.342,0.301,1,0.0574827620358621
"SLC9A3R1",0.0439480765768221,0.0409061766123197,0.543,0.463,1,0.0575849973764002
"FAM120AOS",0.0447670771515496,-0.0560613136095547,0.256,0.266,1,0.0586167930567858
"CAST",0.0454992419538366,0.0196062848259746,0.676,0.598,1,0.0595335151762172
"INSIG1",0.046083937002841,-0.0459081296788358,0.239,0.227,1,0.0602288399188679
"UBE2E1",0.0460954845880679,-0.129450741720471,0.213,0.28,1,0.0602288399188679
"APOBEC3G",0.0469706035008239,-0.00779488060876093,0.294,0.26,1,0.0613291506005136
"PDIA3",0.0473294623408562,-0.0635968797344763,0.734,0.718,1,0.0617543125205834
"TRIAP1",0.0474390520173977,0.00794727696052705,0.4,0.33,1,0.0618538657181227
"MTRNR2L8",0.0493974903507689,0.149879900076,0.715,0.564,1,0.064362227960539
"ETHE1",0.0500837645372322,-0.0131253677109666,0.469,0.435,1,0.0652106759006149
"ABHD5",0.0506028802058277,-0.0101469349362629,0.253,0.217,1,0.0658404421725685
"FSCN1",0.0515084966126598,-0.100899990169989,0.496,0.48,1,0.0669718591366843
"PLEKHB2",0.0518496293196584,-0.0121288064499527,0.297,0.255,1,0.0673682596335143
"ADAM15",0.0520595207844887,-0.013244924892766,0.325,0.303,1,0.0675937034364641
"POR",0.0526377985356497,-0.007626330102599,0.315,0.277,1,0.0682968084352215
"KRT19",0.0528051293784138,0.139499784069036,0.988,0.933,1,0.0684661063399112
"CORO1B",0.0540814677399886,0.00753254709036816,0.467,0.418,1,0.0700720830271261
"SQLE",0.0545823432889264,-0.019186404885016,0.407,0.371,1,0.0706717727044078
"COL9A2",0.0550238050012296,-0.221053770734836,0.22,0.296,1,0.0711937532676076
"OAS3",0.0550725458817642,-0.0328253129581088,0.264,0.254,1,0.0712072305137911
"SLC6A8",0.0563951065242093,0.0528529766801392,0.251,0.161,1,0.0728665562739783
"RGCC",0.0570588105147967,0.026688770612227,0.257,0.187,1,0.0736728769537821
"SPPL3",0.0575717176810351,0.0601291538275777,0.41,0.305,1,0.0742835079523356
"PLK2",0.0585117424717903,0.0042355388787908,0.322,0.261,1,0.0754440093772285
"RNASEH1",0.0588125768312826,-0.071769045555837,0.284,0.294,1,0.0757793118949536
"ZFAND5",0.0598044459893389,-0.0520896983809085,0.653,0.623,1,0.0770039228331197
"GALNT2",0.0601041561080374,-0.00946449867268112,0.274,0.248,1,0.0773362341057711
"AGR2",0.060196768235167,0.0612581974198119,0.334,0.233,1,0.0774017961113773
"PLS3",0.0603971517362933,0.00733541104187962,0.335,0.277,1,0.0776057454536881
"DCTN6",0.0611416533085405,0.0555844250981627,0.517,0.404,1,0.0785080800603097
"EIF4EBP2",0.0626038824774692,0.0194165472107126,0.32,0.253,1,0.0803301199192941
"TRIM2",0.0647207609892803,0.0486849578260975,0.277,0.18,1,0.0829890779282835
"TSC22D3",0.0658318156769613,0.019651745968488,0.381,0.307,1,0.0843035845814919
"SORBS2",0.0658366529751048,0.059573707363834,0.25,0.164,1,0.0843035845814919
"SQSTM1",0.0675752131023159,-0.0854035697574085,0.847,0.834,1,0.0864702107053051
"SRA1",0.0677273777654158,-0.0375510006878503,0.451,0.442,1,0.0865560582573866
"GALT",0.067735472931238,-0.130022446002741,0.147,0.214,1,0.0865560582573866
"YIPF5",0.0693179008614026,0.0146381211648257,0.341,0.275,1,0.088517291959097
"HLA-DQA1",0.0696302537761686,-0.18065926324555,0.121,0.213,1,0.0888550903270063
"GBP6",0.0712804260236459,0.00286949213785259,0.222,0.177,1,0.0908984430692753
"GPRC5C",0.0720053913130394,0.0140722396856149,0.251,0.188,1,0.09175995683102
"PLEKHH3",0.0733320997210994,-0.00930024741728941,0.238,0.198,1,0.0933865944357797
"TOB1",0.0748338835498087,-0.0724655274920038,0.448,0.438,1,0.095233805229825
"FADS2",0.0749654014037944,-0.133412658511208,0.137,0.196,1,0.0953358766654689
"KYNU",0.0762887657531202,0.0272154942726453,0.201,0.147,1,0.0969524806903538
"NDUFAF3",0.0768511347222782,-0.116298743624768,0.429,0.461,1,0.0976004157990383
"TSC22D4",0.078057797423607,-0.0209315732580417,0.299,0.274,1,0.0990651554734029
"GJB3",0.0782566511840164,-0.0743776382647527,0.43,0.436,1,0.0992497323548822
"TMPRSS4",0.0789134532372689,0.039540894803073,0.42,0.318,1,0.100014458468517
"TUSC2",0.0792472782214996,-0.0381633164157648,0.238,0.247,1,0.100369081755655
"HMOX2",0.0796367048842471,0.0208315611424827,0.359,0.304,1,0.100793595146411
"RNF114",0.0799789542548434,-0.0253683090893775,0.474,0.43,1,0.101157860453029
"RAB5B",0.0826478902666794,0.0256178896627624,0.311,0.237,1,0.104462435452714
"TMOD3",0.0828619840383084,-0.0713890228445787,0.442,0.443,1,0.104661839798217
"PEA15",0.0834546465633664,-0.0198054332586737,0.228,0.201,1,0.105338813393162
"G2E3",0.083701835590609,-0.10971785396149,0.173,0.221,1,0.105579097438799
"HDAC7",0.0853319062909701,-0.0665352419514226,0.195,0.21,1,0.107562199381698
"HSBP1L1",0.0890821083174048,-0.0240960248704552,0.461,0.428,1,0.112213259155077
"HLA-DQB1",0.0895987332414698,-0.258132248579355,0.185,0.284,1,0.112787565286349
"SDC4",0.0912149668186386,0.0124032978970636,0.649,0.59,1,0.114744352301307
"OVOS2",0.0918132088862374,-0.162296652204098,0.218,0.273,1,0.115418770034255
"ATP2A2",0.0928732239693862,0.077390571176543,0.516,0.399,1,0.116672380077836
"IDI1",0.0932188077307796,-0.00969474490815136,0.349,0.306,1,0.117027395110668
"CHMP2A",0.0933483702040034,-0.0869672943366364,0.635,0.656,1,0.117110919540201
"ISCU",0.0950114757591286,0.0168092639476533,0.663,0.616,1,0.119116951390325
"IFIT3",0.0959989178692651,-0.072058933313569,0.226,0.25,1,0.120273762239443
"GBP2",0.0974363657092033,0.0211925997774319,0.401,0.321,1,0.121992430921631
"SHISA2",0.0985422057140003,-0.218952010424593,0.128,0.222,1,0.123293884320951
"MYDGF",0.0993779674715231,-0.0518585787808012,0.631,0.619,1,0.124216424694971
"LAMC2",0.0994132527025952,-0.0150150767602531,0.371,0.332,1,0.124216424694971
"FBXO6",0.100813854303264,-0.036387058396709,0.245,0.249,1,0.125881815386737
"SCAMP2",0.101366406710354,-0.0390722448337223,0.278,0.269,1,0.126446592430284
"SSU72",0.101402272723963,-0.0529964110245303,0.545,0.53,1,0.126446592430284
"CCL20",0.10256358136896,0.0143939730053195,0.765,0.729,1,0.127808943114371
"DTX3L",0.103524178801989,0.0254237216463441,0.321,0.251,1,0.128919520250734
"NDRG1",0.106999014353647,0.29033794681873,0.707,0.481,1,0.133157514178885
"CRABP2",0.112021699752552,0.103007336705057,0.527,0.418,1,0.139314804645409
"CXCL8",0.112263276295029,0.0639851708258666,0.267,0.213,1,0.139521851074357
"MYO1C",0.112529825116414,-0.107347701982323,0.323,0.343,1,0.139759635739503
"ARL8B",0.112838292590614,0.0187277454763345,0.33,0.272,1,0.139988334675158
"EPHX2",0.112864653037344,0.0077818873251963,0.254,0.21,1,0.139988334675158
"LGALS3BP",0.113950174981642,-0.156916720022494,0.555,0.613,1,0.141240443706398
"SLFN5",0.115066207525891,0.0167952531557264,0.351,0.293,1,0.14252867572207
"CLIP1",0.115781163782398,-0.0092835425221216,0.39,0.352,1,0.143318722390204
"COL6A1",0.116624238178402,-0.0389424863861526,0.202,0.212,1,0.144266201421752
"CHD2",0.116993553752704,-0.0230100244579981,0.273,0.247,1,0.144626761724899
"ACOT7",0.117804282843928,0.0112505573696445,0.342,0.294,1,0.145532152609055
"MACF1",0.118706474308937,-0.0872721421640041,0.322,0.34,1,0.146549255326249
"STAT2",0.119137572797748,0.0204238720677816,0.281,0.226,1,0.146983804952335
"TCEB2",0.120320583419481,0.0187453403040385,0.96,0.941,1,0.148344820168146
"MLLT4",0.121612475506929,-0.0517824677866934,0.346,0.335,1,0.149838182686919
"DAAM1",0.125568887890068,-0.110043306378308,0.341,0.368,1,0.154610333797048
"FAM89B",0.126435037127589,0.01760550176224,0.372,0.303,1,0.155573707935802
"TM9SF2",0.126861608886185,0.00842409615966883,0.37,0.308,1,0.155995280814382
"TNC",0.12768404585077,-0.0675575586961343,0.154,0.186,1,0.156902749464769
"AHNAK2",0.131166965411574,0.0546257748896508,0.222,0.14,1,0.161076154484272
"PPIC",0.132310941996587,0.0175937659003151,0.486,0.424,1,0.162373665937687
"KRT17",0.13306846266802,0.0152114502749201,0.898,0.862,1,0.163195513951935
"SP1",0.134324434267143,0.0330118485057348,0.269,0.193,1,0.164627176034533
"H1F0",0.13685924374637,-0.0460677275075642,0.333,0.335,1,0.167623253052575
"PERP",0.139261867675576,0.0488983708972903,0.964,0.917,1,0.17045359034336
"GATM",0.14041128610526,0.0152322535031667,0.218,0.168,1,0.171747313748237
"SLC52A2",0.140808009008327,-0.0037793194136484,0.365,0.328,1,0.172119263643073
"GALNT1",0.140985504194366,0.0188777511110421,0.267,0.207,1,0.172222923598378
"TST",0.142582783383752,0.0408328674940164,0.276,0.207,1,0.174059665917879
"MAPK6",0.143386952482824,-0.0457826605693764,0.346,0.339,1,0.174926433166833
"GPR87",0.14611271664966,0.0652936525282001,0.508,0.378,1,0.178134794970517
"CSNK1G2",0.14633245376674,-0.0788339778171473,0.321,0.327,1,0.178285704326953
"RABGAP1L",0.148061987966542,-0.00426951151146926,0.25,0.21,1,0.180272314002162
"RASSF7",0.148157063229979,0.0377101883818285,0.328,0.243,1,0.180272314002162
"ATOX1",0.148505522576282,-0.195026719104995,0.68,0.714,1,0.180559267933884
"CLDN10",0.148587255474117,-0.089776820213757,0.414,0.413,1,0.180559267933884
"MARCKSL1",0.149308393940814,-0.129905027488006,0.598,0.593,1,0.181316990811786
"EFHD2",0.150284427596025,-0.00748480221715142,0.565,0.528,1,0.18238306105383
"APOL6",0.151779746034244,-0.0337755385352273,0.309,0.299,1,0.184077524890095
"VCL",0.152641657978851,-0.0245026980726959,0.316,0.299,1,0.18500208775258
"ADAM28",0.154066391777822,0.101848878959663,0.294,0.171,1,0.186607142062056
"TMEM41A",0.15764484885023,0.0852196008694452,0.51,0.376,1,0.1908170222565
"LRRFIP2",0.160829687875093,-0.188146509391696,0.323,0.403,1,0.194545286505158
"P4HA1",0.161524037513847,0.00579438179947378,0.222,0.185,1,0.195258075276986
"CTSZ",0.165348221019683,-0.126413929687874,0.272,0.295,1,0.199750971817016
"UBA6",0.167596702870184,0.0110020657674252,0.393,0.331,1,0.202335720554127
"PGF",0.170572143686764,-0.100966995833269,0.179,0.234,1,0.205794183746758
"C1orf56",0.172045981572223,-0.0531179613498133,0.314,0.294,1,0.207437659806094
"SLC15A3",0.173643429980166,-0.0380059509139206,0.229,0.236,1,0.209227946110991
"SLC2A1",0.173822961625534,0.0689595329263432,0.537,0.452,1,0.209308530589917
"PHLDA2",0.176969761961478,-0.0105376588719296,0.551,0.52,1,0.212959726505457
"ACBD3",0.181135203809703,-0.00633725225414283,0.36,0.315,1,0.217831203028108
"MSMO1",0.182111957346853,-0.0108903964101709,0.235,0.204,1,0.21886417642332
"DHRS7",0.185342748068165,0.0103502474773982,0.258,0.208,1,0.222602990246057
"AGRN",0.186828480039801,-0.0123060065914539,0.389,0.357,1,0.224242452140795
"TMEM132A",0.187320496869702,-0.0479110711388887,0.226,0.232,1,0.224687852281411
"SMPDL3A",0.187939728531947,-0.00350830931946225,0.258,0.217,1,0.225285171362811
"MAP1LC3B",0.188746965409394,-0.0117053655422908,0.472,0.417,1,0.226106938575535
"KLHL24",0.194459159905532,0.0309903815399107,0.336,0.257,1,0.232799690144638
"TNFRSF21",0.196291950913663,0.100241027600776,0.364,0.226,1,0.23484252723605
"TNFRSF12A",0.196422194439916,-0.0357079963109541,0.318,0.301,1,0.234847128229964
"NAA20",0.196867516247087,-0.0272098557853613,0.551,0.516,1,0.235228196261793
"GBP1",0.198148662971138,0.0447186297670709,0.426,0.332,1,0.236498128460619
"MPRIP",0.198184922504404,-0.0600069665920355,0.203,0.214,1,0.236498128460619
"SERPING1",0.199331411801471,-0.0923498319926458,0.174,0.213,1,0.237713583521908
"CMPK1",0.199590407166627,0.00376427080509012,0.508,0.448,1,0.237869773262087
"HAPLN3",0.200259032587816,-0.185047597596832,0.295,0.378,1,0.238513642659078
"SEMA4B",0.201964382551188,0.0873548990425055,0.374,0.24,1,0.240390661614419
"CYSTM1",0.20479731640775,-0.0363546471153845,0.424,0.418,1,0.243606538979257
"CBX6",0.205457009265592,-0.0231925075713275,0.378,0.327,1,0.244234883695118
"NTHL1",0.205706514304044,0.012727145828774,0.322,0.247,1,0.244375130164267
"SH3GLB2",0.211710353257431,0.00229620246656381,0.253,0.205,1,0.251127511321663
"UBE2H",0.211751785322383,-0.00443522408732616,0.371,0.312,1,0.251127511321663
"SEC31A",0.211899538062792,-0.0100049513023025,0.387,0.337,1,0.251127511321663
"AKR1C1",0.211931075216559,0.100151515603152,0.212,0.097,1,0.251127511321663
"SHB",0.213618221177702,-0.129125603827235,0.192,0.248,1,0.252965363255685
"GALE",0.213849575188927,-0.00159267016071854,0.24,0.206,1,0.253078032293647
"ARRDC1",0.214281060206778,0.0403883977449574,0.357,0.262,1,0.253427250072689
"MARCH5",0.214798102981477,0.0191217247169808,0.366,0.299,1,0.253877147162586
"CDS1",0.217221220738334,0.0277667697378459,0.247,0.184,1,0.256577894552972
"IFI6",0.21853003894973,-0.0867985856282605,0.549,0.556,1,0.257959855380304
"ANKRD39",0.220145505388347,-0.107579639501098,0.255,0.292,1,0.259701808896222
"RP11-295G20.2",0.22093890771971,-0.031648347929203,0.313,0.281,1,0.260472392476663
"TSPAN15",0.221852909037333,-0.0611566107699626,0.185,0.219,1,0.261384086868336
"HOPX",0.222123612201458,0.0615427247290765,0.373,0.233,1,0.261537180906406
"FAM84A",0.222531366406649,-0.00442607000436701,0.232,0.172,1,0.261851348184645
"HSBP1",0.225742526239228,0.0827493296858942,0.797,0.695,1,0.265461780856003
"NABP1",0.226310136620231,-0.03279760897624,0.244,0.226,1,0.26596093222036
"TWF2",0.229749726764435,-0.00131873720179676,0.294,0.259,1,0.269832485668976
"LIMD2",0.231301921266945,-0.0580736099641761,0.216,0.224,1,0.271483872213509
"SERP1",0.233736374399359,0.049506325361657,0.83,0.758,1,0.274168045223491
"MARCKS",0.234848122727209,-0.148116481189258,0.639,0.654,1,0.275298304118079
"BIRC3",0.235147477872662,0.00603881178812582,0.548,0.513,1,0.275475418592312
"NT5C3A",0.236564629492939,0.00200666128187466,0.264,0.221,1,0.276960983993624
"SMAGP",0.238624423424637,0.0120670205167551,0.288,0.219,1,0.279196586097591
"TC2N",0.239822619830263,-0.0502953577600305,0.208,0.211,1,0.280421917963894
"SBDS",0.240550857006015,-0.010645504841799,0.478,0.423,1,0.281096536048538
"EVA1C",0.242718678987848,-0.0228675693958543,0.287,0.261,1,0.283280529856541
"CLDN3",0.242724759704851,-0.0370757531569805,0.334,0.331,1,0.283280529856541
"ELF3",0.244256660197302,0.102289075155926,0.817,0.682,1,0.284889437945127
"IRAK1",0.245078190274725,-0.0609648801387738,0.241,0.238,1,0.28566830459877
"AGTRAP",0.247503362520112,0.0692884784342326,0.526,0.416,1,0.288314261794589
"SH2D4A",0.247915733435662,0.0476541239408594,0.339,0.244,1,0.28861367965129
"SBNO2",0.249764625164931,-0.0277663048859516,0.255,0.231,1,0.290584016002781
"PLXNB2",0.250317404483857,0.00253194345695551,0.453,0.394,1,0.291044892071969
"SLC25A23",0.253842476937035,-0.0051920557644497,0.291,0.229,1,0.294958925671676
"VPS28",0.259719608502944,0.0450364583556702,0.754,0.68,1,0.301599395374043
"CISD3",0.261737111137752,-0.072026617179356,0.354,0.359,1,0.303752375074294
"ORAI2",0.261989292811058,-0.0566665409266747,0.198,0.226,1,0.303855247217819
"GJB5",0.263231954522347,0.0298121211393768,0.377,0.297,1,0.305106033376494
"FRMD4B",0.26411743739957,-0.11032420403571,0.199,0.259,1,0.305941520379302
"GRAMD1A",0.266042221138143,-0.0814768730323071,0.195,0.218,1,0.307979094625963
"RMND5A",0.272165341607066,-0.0792390624847022,0.239,0.253,1,0.314871235806929
"CDKN1B",0.275604637303685,0.0135844815065562,0.319,0.241,1,0.318651783516021
"ZC3H12A",0.278234803085681,-0.024622695610269,0.467,0.44,1,0.32149270157537
"IGFBP3",0.281391326321188,0.206007186234776,0.363,0.198,1,0.324937901991776
"TNFSF10",0.28204365749566,0.127408882207915,0.801,0.659,1,0.325488891693749
"TPM1",0.284559057439129,-0.0248729060758253,0.374,0.348,1,0.328187913545563
"NCK2",0.284961869129353,-0.0320787395318917,0.296,0.271,1,0.328448605981599
"CTSH",0.288698550063213,-0.152787568204451,0.262,0.298,1,0.332549228777093
"SCARB2",0.28902169186446,-0.00278886804329609,0.333,0.287,1,0.332715181836534
"RP11-532F12.5",0.290776047470429,-0.0619983079036255,0.388,0.376,1,0.334527489907156
"VCP",0.292870748081663,-0.140702970427263,0.535,0.572,1,0.336728867534486
"USP53",0.296885083859063,0.00290157536624916,0.248,0.203,1,0.34113326271499
"SCO2",0.297811653833606,-0.0131571962593927,0.543,0.489,1,0.341986435613622
"ARPC5L",0.299092247779137,-0.0646993415208823,0.58,0.582,1,0.343244840255489
"IGHA1",0.302031952030468,0.34912283328273,0.675,0.387,1,0.346404547452228
"TUBB2A",0.305122888585537,-0.0405233773560817,0.235,0.224,1,0.349733699563188
"TYK2",0.310264254454797,-0.0749218787466173,0.204,0.227,1,0.35540751219298
"AP2A1",0.311032366042177,-0.0923877433156119,0.248,0.285,1,0.356067859584945
"HBB",0.312340624431883,-0.0760134434938398,0.198,0.217,1,0.357345369577856
"NFKB2",0.315260453046259,-0.158804506469836,0.37,0.41,1,0.360463951852277
"AGPAT2",0.315633228861477,0.0659906011049919,0.308,0.213,1,0.360653524388221
"LEPROT",0.315814469418534,-0.0168811447465123,0.426,0.378,1,0.360653524388221
"DIAPH1",0.316865929301475,-0.106717030915761,0.316,0.349,1,0.361632000394435
"MANF",0.31834702927201,-0.0413005170677515,0.431,0.414,1,0.362954879074204
"MED24",0.318415744290072,-0.0270651355261972,0.245,0.219,1,0.362954879074204
"MARK2",0.322030443251243,-0.020941874063736,0.251,0.228,1,0.366850130938571
"RGS12",0.324376769459405,-0.0177971738640393,0.397,0.36,1,0.36929659170072
"CIAO1",0.32481752892909,-0.0316728820258789,0.271,0.256,1,0.369571934323484
"COL27A1",0.325099860996112,-0.143363734426134,0.216,0.276,1,0.369666794204882
"FOXO3",0.325628631913035,-0.0910060481048541,0.357,0.366,1,0.369858643522913
"SUN1",0.325666706568077,-0.029533798216293,0.262,0.233,1,0.369858643522913
"CYP27A1",0.326260218218824,0.0368961113562365,0.327,0.261,1,0.370306344197052
"UBALD2",0.330411576293121,0.0299170749855764,0.48,0.409,1,0.374789199482673
"BMP2K",0.332714877449025,-0.140595372123372,0.159,0.225,1,0.377171593837882
"RGL2",0.335307444530491,-0.0710229185305029,0.191,0.217,1,0.379878799961983
"WBP2",0.336652764836094,0.0129545438224051,0.436,0.366,1,0.381170528376272
"TIPARP",0.340320886622715,-0.0244102845703898,0.257,0.232,1,0.385089042232037
"UBE2L6",0.340775695167716,-0.0332277856991937,0.583,0.558,1,0.385368984553631
"NINJ1",0.342679284469887,-0.0785729908209024,0.582,0.569,1,0.387285955319374
"PSMB8",0.344795218186214,-0.129346694289987,0.544,0.567,1,0.38944043488753
"RALA",0.345911827963708,-0.0211429070309804,0.522,0.483,1,0.390464262671062
