"1" "2" "3"
"WASH7P" 0.0001165529610415 -0.0001689338528808 -9.3356354291453e-06
"MIR6859-1" -0.0002452894381745 0.0004146571946035 -0.0002047598987105
"RP11-34P13.7" 1.27055110213477e-05 -3.39127013696498e-05 -0.0001593883388678
"RP11-34P13.13" 3.42558808890375e-05 -5.59996169129388e-05 -0.0002244629617766
"ABC7-43046700E7.1" -0.0002467230199783 0.0003553028207856 -0.0002120948958227
"RP11-34P13.18" 3.21064197076751e-05 -1.80159927069805e-05 0.0008984400555898
"MIR6859-2" 5.9587976681593e-05 -3.39942826051295e-06 -0.0002988386555742
"AP006222.1" 0.000158055536774 -0.0001703523103715 -7.85269465994524e-05
"RPL23AP24" 0.0001015344140821 -0.0001724188004106 -8.83141731098851e-05
"RP11-206L10.17" 0.0003035603265357 -0.0003572248754774 -0.0002182737697305
"RP5-857K21.9" -0.0001676389547255 0.0001920867167134 -0.0001910952629963
"RP5-857K21.8" 0.0009226354356205 -0.0011610910703458 -0.0003720874599141
"RP5-857K21.6" 0.0005016086920767 -0.0005188985866084 -0.0004191492326766
"RP5-857K21.7" 0.0002035990543205 -0.0002052020269941 -0.0001265874265373
"RP5-857K21.14" 0.0005018470986977 -0.0007212964545335 0.0005472834609149
"RP5-857K21.10" 0.0004344585253278 -0.0005609933718909 -0.0002084320784633
"RP5-857K21.11" 0.0005155109292574 -0.0005814720448846 -0.0004663263051704
"RP11-206L10.2" 0.0002826490656974 -0.0001919636669748 -0.0005964917252059
"RP11-206L10.9" -0.000243684538525 -3.95266542225619e-05 0.0026033390340085
"RP11-206L10.8" 0.0001824688015037 -0.0001846917064496 -0.000289328273001
"FAM87B" 8.52116796616542e-05 -0.0001213198506375 -0.0001565253257166
"RP11-206L10.11" 0.0001274198737261 -0.000138566888077 -0.0003480291934575
"NCRNA00115" 0.0001530340204761 -0.0001997825227947 -0.0003979979137664
"FAM41C" -0.0001385387619735 0.0001746991774413 -0.000138254842079
"TUBB8P11" 0.0001578441559028 -0.0001205653749216 -0.0002254763142791
"RP11-54O7.16" 0.0002215478759483 -0.0002494519312079 -0.0001405192016046
"RP11-54O7.1" 1.46392563292788e-05 1.802135918305e-05 -0.0001297552479228
"SAMD11" 0.0002763835095165 -0.0002812773183152 -0.0002494505119844
"NOC2L" -0.0002259684536002 0.0003196721715496 -0.0004005664529949
"KLHL17" 0.0002726102249023 -0.0002371555131083 -0.00032563770869
"PLEKHN1" 3.22272790322526e-05 1.47582667637962e-05 -0.00026380786303
"PERM1" 0.0002117848996971 -0.000192997793452 -0.0002470227374533
"RP11-54O7.17" 1.14833096268542e-05 -3.3497184349826e-05 -8.14849340510113e-05
"HES4" -0.0001666491831227 0.0001551167102563 0.000509630224383
"ISG15" 0.0001716141525115 -0.0001932748149174 4.98456750052834e-05
"RP11-54O7.10" -6.82264589198651e-05 -2.57869895327866e-05 0.000475040151566
"RP11-54O7.11" -0.0002279483346023 0.0004027479140371 -0.0002566015718491
"AGRN" 7.72888147966885e-05 -0.0001302355636106 -0.0001555561250587
"RP11-465B22.3" -0.000130171227928 8.11744682033507e-05 -0.0001845776017634
"RP11-54O7.18" -0.0001707863609113 0.0001264506793658 0.0003219743659663
"RNF223" -0.0002355835842577 0.0001968202238472 0.000350109323703
"C1orf159" 0.0002577472872345 -0.0001884121652939 -0.0007676599746146
"MIR429" -0.0002839949264133 0.0004387665989103 -0.0001721067465596
"RP11-465B22.8" -5.94643235915123e-05 1.40429333300392e-05 8.83420727653172e-05
"RP11-465B22.6" -0.0001929729830374 0.0003509367370123 -0.0002094476929142
"TTLL10" -0.0001484255177809 0.0001993895268949 -0.000161904382585
"TNFRSF18" 1.17739765744352e-05 -2.09085739899054e-05 -0.0001105657028349
"SDF4" 0.0001451668921326 -0.000228679075602 0.0005630706510277
"B3GALT6" -3.9704939727041e-05 1.52169998992099e-05 5.90399877255183e-05
"UBE2J2" -0.0002158843350991 -3.672320337272e-05 0.0027977518032982
"RP5-902P8.10" -0.0001785906415864 0.0003124668194897 -0.000203435505437
"SCNN1D" -0.0001848392875561 0.0003147943066807 -0.0002090272299009
"ACAP3" -1.54504620021628e-05 -0.0003969648607362 0.0042470232342404
"PUSL1" -0.000188859525615 0.0001395683334476 -2.80512356474648e-05
"INTS11" 0.0002578738184027 -0.00031488184727 -0.000294034447925
"MIR6727" 5.23431729297521e-05 -1.32525773011372e-05 -0.0002723842848524
"CPTP" -1.4613500178386e-05 -0.0001637175115021 0.0010475181408696
"TAS1R3" 0.000230386156322 -0.0002668601771913 4.02377782132839e-05
"DVL1" -0.0001934214233155 0.0003467809835067 -0.0004000051613651
"MXRA8" 0.0001146545153829 -0.0001213336720831 -0.000177101701555
"AURKAIP1" 9.52976418734974e-05 -0.0001366189916961 -0.0001980062945791
"RP5-890O3.3" -0.000151375164234 0.0001717483730067 5.87774498596923e-05
"CCNL2" 0.0008827200387858 -0.0009803027956238 -0.0005443242179696
"RP4-758J18.2" 0.000214689606323 -0.0003088698871176 -5.67093667684942e-05
"MRPL20" 4.13214405021015e-05 -6.02586605516755e-05 -5.53230001964114e-06
"ANKRD65" -0.0001214149641905 0.0001858710155973 -0.0001455633135337
"RP4-758J18.10" -0.0002236121077817 0.0003227116764066 -0.0001838638068917
"VWA1" -0.0002587408893672 0.0003660946100941 -3.78902713868175e-06
"ATAD3C" -3.7875027926346e-05 9.57929956315732e-05 -0.0001247610553959
"ATAD3B" 0.0002188448261949 -0.0001953649520452 -0.0001907893914304
