p_val,avg_diff,pct.1,pct.2,p_val_adj,fdr
0.008589058332679953,1.3024584115646745,0.905,0.759,1,0.08730800014034688
0.008615982418967692,1.9791052304279937,0.867,0.69,1,0.08730800014034688
0.008687188126796119,1.4036133345153692,0.933,0.759,1,0.08730800014034688
0.008690705699695716,1.8559708641247568,0.552,0.241,1,0.08730800014034688
0.008712358717535252,1.9270958270324146,0.571,0.31,1,0.08730800014034688
0.008782641481022693,1.7899160018249582,0.581,0.276,1,0.08730800014034688
0.008847741460716985,1.9142845753490811,0.543,0.276,1,0.08730800014034688
0.008920967603618917,1.6198070423579978,0.629,0.345,1,0.08730800014034688
0.008931657839845763,1.6019574394521676,0.695,0.448,1,0.08730800014034688
0.008945412295554856,1.5592763620438994,0.733,0.483,1,0.08730800014034688
0.008953255687562868,1.7788920053093626,0.905,0.724,1,0.08730800014034688
0.009019911191330462,1.578655825676992,0.61,0.345,1,0.08730800014034688
0.009031922746413162,1.7875497677971621,0.762,0.517,1,0.08730800014034688
0.009041420614712069,2.238038091273504,0.829,0.586,1,0.08730800014034688
0.009073405792938163,2.087638293354633,0.743,0.448,1,0.08730800014034688
0.009174118031897745,1.8880950602173803,0.819,0.724,1,0.08778586316460577
0.009237758316987615,0.849380171809055,0.943,0.793,1,0.08778586316460577
0.009244742390662688,1.603064703417136,0.771,0.517,1,0.08778586316460577
0.009274487483970856,2.09158416312939,0.857,0.621,1,0.08778586316460577
0.009337000465059295,2.043186284701551,0.686,0.448,1,0.08801830926208336
0.009413749399163675,1.6075856826903787,0.752,0.414,1,0.08802615972396721
0.009413750587125428,1.2179506622249554,0.829,0.552,1,0.08802615972396721
0.009491132056763258,1.9492697913877866,0.686,0.448,1,0.08839331421539758
0.009611923568528418,1.6611374554111964,0.714,0.414,1,0.08863097461291496
0.009666197380193756,-0.6919593572376339,0.952,1,1,0.08863097461291496
0.009675481136767299,1.7387352722357856,0.638,0.31,1,0.08863097461291496
0.00970745048624022,2.0322970482669662,0.714,0.414,1,0.08863097461291496
0.00970774797398896,2.0238025215623083,0.571,0.241,1,0.08863097461291496
0.009789099532675295,1.5228401488307952,0.638,0.31,1,0.08902322280891768
0.00989128064258161,-0.7129119641061106,0.943,1,1,0.0895554268980172
0.009924857573432694,1.6722407258326424,0.914,0.759,1,0.0895554268980172
0.009968188215806114,1.5621461577031077,0.962,0.793,1,0.08959778477695496
0.010085799777080894,1.8535552401767408,0.771,0.517,1,0.09014189315706149
0.010136478242475887,1.5103408504403006,0.971,0.828,1,0.09014189315706149
0.010145335969811578,1.6243883602089637,0.895,0.759,1,0.09014189315706149
0.010199656299375364,1.9915242910074769,0.781,0.552,1,0.09027863724523462
0.010411083198952663,2.020304489347422,0.61,0.414,1,0.09114420482612033
0.0104995427726824,1.4156558251318385,0.962,0.897,1,0.09114420482612033
0.01052547347650647,1.4242031066327394,0.771,0.483,1,0.09114420482612033
0.01053126249847874,1.769446437771832,0.657,0.345,1,0.09114420482612033
0.010533886451846886,1.6121714536479184,0.781,0.517,1,0.09114420482612033
0.010562743598440009,2.1465231815470656,0.771,0.552,1,0.09114420482612033
0.010572570546885023,1.7618991483004,0.819,0.517,1,0.09114420482612033
0.010656145121755963,1.8054257557639968,0.905,0.69,1,0.09133329503567877
0.010673274236597217,1.3907192124559407,0.81,0.552,1,0.09133329503567877
0.01082968161248179,1.8758472738437417,0.619,0.276,1,0.0923309987475929
0.010881145279011135,1.5356815366595589,0.686,0.448,1,0.09242994835907262
0.010948913831500554,1.914848851400126,0.571,0.31,1,0.0925091240839032
0.010983843830817174,1.3738905648044604,0.79,0.483,1,0.0925091240839032
0.011010141546855232,1.715671070371691,0.667,0.379,1,0.0925091240839032
0.011072184391428853,1.4598411552293782,0.695,0.414,1,0.09269456896651088
0.011206086749804623,1.5320907634023726,0.724,0.517,1,0.09347811213236303
0.011389750707019683,1.7481371461811368,0.619,0.379,1,0.09466964834974426
0.011585915147973868,0.9144974793166227,0.99,1,1,0.09595620438625499
