"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","fdr"
"SNRPD1",0.0032786873110866,0.580238363023948,0.739,0.448,1,0.142061626360843
"COPS6",0.00328664083157994,0.642759082201518,0.728,0.483,1,0.142061626360843
"MTHFD2",0.00332608926059149,0.455723181985677,0.837,0.621,1,0.142905659812621
"TPM3",0.00335222860605058,0.348565745731685,0.935,0.724,1,0.142905659812621
"RP5-1102E8.2",0.00336531842892975,0.448151485741703,0.848,0.69,1,0.142905659812621
"MCM7",0.00338139943779098,0.285215592491272,0.967,0.828,1,0.142905659812621
"SLC6A9",0.00341735297342572,0.950020868189958,0.37,0.138,1,0.142905659812621
"PACSIN2",0.00344798475829543,0.658037503090192,0.717,0.414,1,0.142905659812621
"CDK7",0.00345986966764787,0.987075732194619,0.457,0.172,1,0.142905659812621
"XXbac-BPG34I8.2",0.00346225841000977,-0.439299518009033,0.011,0.138,1,0.142905659812621
"TAOK3",0.00346418502166957,0.686688736903997,0.707,0.448,1,0.142905659812621
"ARF6",0.00349761956627225,0.723361487924882,0.674,0.379,1,0.142905659812621
"FRG1HP",0.00350733989247831,0.924474751234307,0.424,0.172,1,0.142905659812621
"RP11-215C7.2",0.00351433290336989,0.227814327562941,0.978,0.862,1,0.142905659812621
"SERINC3",0.00353002292584497,0.411918497341612,0.891,0.724,1,0.142905659812621
"RP11-280G19.2",0.00355770951320814,0.550592865192981,0.5,0.207,1,0.143327336165604
"MRPL44",0.00365673521540933,1.09740206320038,0.283,0.069,1,0.145597342047257
"FTHL10",0.0036875497565281,0.249198581146733,0.989,0.897,1,0.145597342047257
"NF2",0.00369725513737783,0.725264842126386,0.641,0.345,1,0.145597342047257
"YES1",0.00370071197948101,0.756750955687295,0.62,0.379,1,0.145597342047257
"LPAR2",0.00370707643881223,0.865682399054887,0.565,0.241,1,0.145597342047257
"ASL",0.0037286965059727,0.841551323556557,0.565,0.241,1,0.145597342047257
"C4orf33",0.00373686394216963,0.760177141203497,0.272,0.069,1,0.145597342047257
"UBE2E2",0.00378400208939847,0.818836232091765,0.543,0.241,1,0.146745015607093
"POLR3K",0.00382768618039921,1.08973878870839,0.337,0.069,1,0.147748686563409
"RAC3",0.00387233530613306,1.00526325956379,0.37,0.103,1,0.1486363132363
"TAGLN2P1",0.00388650198485085,0.297150050713881,0.913,0.793,1,0.1486363132363
"CSTF1",0.00399533434067063,0.910390287759017,0.446,0.276,1,0.151944061396298
"ENDOD1",0.00402381202609065,0.864537733008074,0.554,0.241,1,0.151944061396298
"CRYBG3",0.00403041023782278,0.882102668155003,0.359,0.103,1,0.151944061396298
"CD151",0.00404622696331869,0.168282391082973,1,0.966,1,0.151944061396298
"MED12",0.00412181066581697,-0.604941470387216,0.261,0.517,1,0.154085165385653
"RNF220",0.00417542224716652,0.845479487224473,0.522,0.241,1,0.155389368740964
"NAAA",0.00433733234501266,0.972159904208036,0.402,0.103,1,0.160694290764554
"COQ5",0.00442907462648658,1.08909790984398,0.152,0,1,0.162174952608162
"RP11-732A19.2",0.00443686820998078,0.699414482967592,0.152,0,1,0.162174952608162
"RP11-649G15.2",0.0044368690156864,0.708987730993291,0.152,0,1,0.162174952608162
"PPM1A",0.00451677583788638,0.765512764464709,0.413,0.172,1,0.162174952608162
"DR1",0.00452889913708972,0.723410857799476,0.565,0.345,1,0.162174952608162
"ZNF670",0.00453970759581031,0.856201598033702,0.152,0,1,0.162174952608162
"MRPS9",0.00456539888502028,0.845528657975674,0.554,0.276,1,0.162174952608162
"AC019097.7",0.00457271120225783,0.738032088205609,0.152,0,1,0.162174952608162
"AC083884.8",0.00457271219764662,0.668012753572542,0.152,0,1,0.162174952608162
"SART1",0.00457271224368116,0.857218399395037,0.152,0,1,0.162174952608162
"EDIL3",0.00461792739969757,0.718910323480261,0.62,0.379,1,0.162444090942011
"BABAM1",0.00468367936634703,0.522446934781339,0.804,0.552,1,0.162444090942011
"RNF168",0.00468640437114101,0.500026028222744,0.783,0.586,1,0.162444090942011
"FOLR1",0.00469170199603069,0.987669569349567,0.435,0.172,1,0.162444090942011
"NOA1",0.00473636596905012,1.02778441995567,0.38,0.138,1,0.162444090942011
"TRMU",0.00474601087851745,0.989189887451632,0.413,0.138,1,0.162444090942011
"C2orf49",0.0047497526244086,0.876912643410143,0.337,0.103,1,0.162444090942011
"PRKCDBP",0.00476257786805123,0.887045458673151,0.522,0.207,1,0.162444090942011
"TOE1",0.00478092327964675,0.903172570590348,0.228,0.034,1,0.162444090942011
"TMX1",0.00479063871114141,0.76547244157215,0.576,0.31,1,0.162444090942011
"GCAT",0.0047956142042165,1.02206890642403,0.413,0.138,1,0.162444090942011
"HMGN4",0.00484517229410618,0.999715982579537,0.424,0.138,1,0.162795644172551
"MPP5",0.00484522522118571,0.936025020666807,0.304,0.138,1,0.162795644172551
"C9orf3",0.00490801436324137,0.774807369085272,0.587,0.241,1,0.163071460867331
"ETS2",0.00492734214628034,0.831231480757232,0.565,0.276,1,0.163071460867331
"ST14",0.00495904951773566,1.01977067615562,0.359,0.103,1,0.163071460867331
"MCM3",0.00496214810551555,0.57395209630561,0.761,0.552,1,0.163071460867331
"NDUFS7",0.00496338992530097,0.509413785829991,0.815,0.517,1,0.163071460867331
"IWS1",0.00497133143745449,0.877943546189684,0.457,0.207,1,0.163071460867331
"BCL10",0.00514075798698212,0.855357148856883,0.435,0.172,1,0.166933018821243
"SDHA",0.00517424816274948,0.434408540243726,0.902,0.69,1,0.166933018821243
"BUD13",0.00522232222839271,1.05783466346291,0.272,0.034,1,0.166933018821243
"LGALS1",0.00522661682099584,0.305005544727609,0.946,0.759,1,0.166933018821243
"RNF113A",0.00524645931067573,-0.962588659352713,0.076,0.276,1,0.166933018821243
"KRT5",0.00524735641670535,0.334052410426385,0.946,0.793,1,0.166933018821243
"IDH3A",0.00525717860116038,0.962550474214845,0.272,0.069,1,0.166933018821243
"THOC6",0.00526641453245218,0.844199014787871,0.533,0.31,1,0.166933018821243
"GPC4",0.00527008686964281,0.749420354961665,0.63,0.345,1,0.166933018821243
"SEH1L",0.00532706982127024,0.651911774681762,0.696,0.414,1,0.168096397135824
"SELT",0.00536863706803669,0.691037733740534,0.663,0.379,1,0.168657229820312
"PTRF",0.00538986782522659,0.472316854151175,0.837,0.655,1,0.168657229820312
"PMVK",0.0054065783003583,0.759933544753951,0.609,0.31,1,0.168657229820312
"PRDX5",0.00543670571531244,0.480085357603102,0.837,0.552,1,0.168657229820312
"LMNB2",0.00544645590936783,0.919380303123414,0.413,0.172,1,0.168657229820312
"ZZZ3",0.00548635598231799,0.783396242311142,0.533,0.241,1,0.1692612204359
"HEATR6",0.00551981872790286,0.828141118632745,0.196,0.034,1,0.169662872677281
"RP1-239B22.4",0.0055543002950385,0.691648696276718,0.239,0.034,1,0.169886032110817
"RPP25L",0.00556802033186434,0.958987821490783,0.141,0,1,0.169886032110817
"FOXRED1",0.00562474789985785,1.06359278827843,0.272,0.034,1,0.170444493685342
"AC010093.1",0.00562739983971367,0.736644916976443,0.576,0.241,1,0.170444493685342
"UGGT1",0.00567087401428965,0.781658931552998,0.467,0.241,1,0.171136667071236
"TADA1",0.00573212730474461,1.00883573396857,0.391,0.103,1,0.172137765456058
"CLCC1",0.00575876053308669,-0.615222477236683,0.435,0.586,1,0.172137765456058
"RP11-19E11.1",0.00578799350626281,0.520548203177535,0.804,0.552,1,0.172137765456058
"POU3F2",0.00580016566497135,0.850234588784036,0.489,0.207,1,0.172137765456058
"AKR1B1",0.00582406638158227,0.882856223537574,0.511,0.207,1,0.172137765456058
"PHB",0.00582849886650827,0.674661559533769,0.641,0.379,1,0.172137765456058
"EEPD1",0.00590138753780013,0.877432174939669,0.185,0.034,1,0.173672394241856
"TSC2",0.00602968554537708,0.659269268550344,0.685,0.379,1,0.176821061275917
"RP11-297L17.6",0.00614418187992836,0.558260722447575,0.696,0.379,1,0.178794253818306
"AP1G1",0.0061955764855247,0.616459969933465,0.685,0.586,1,0.178794253818306
"SLC35B1",0.00619919558945256,-0.703743968232095,0.348,0.552,1,0.178794253818306
"PPOX",0.00631165073322545,-0.703223417208275,0.293,0.448,1,0.178794253818306
"STMN1",0.00631725306675946,0.170765762024732,0.989,0.897,1,0.178794253818306
"YAF2",0.00637927077683252,0.382042484443715,0.141,0,1,0.178794253818306
"ITPR1",0.00637927102037679,0.450956671802024,0.141,0,1,0.178794253818306
"RP5-886K2.3",0.0063792710354955,0.69736358228074,0.141,0,1,0.178794253818306
"SKA2L",0.00637927127972304,0.62824088275708,0.141,0,1,0.178794253818306
"FAM122B",0.00637927181365141,0.612581040762659,0.141,0,1,0.178794253818306
"MCM4",0.00638776458370121,0.429734170290034,0.891,0.621,1,0.178794253818306
"USP4",0.00640316058832279,0.546090663887613,0.761,0.483,1,0.178794253818306
"KTI12",0.00646092758318829,0.955994196062366,0.141,0,1,0.178794253818306
"KB-1562D12.2",0.00646092773567521,0.750529937133203,0.141,0,1,0.178794253818306
"CTD-2373N4.3",0.00646092829591866,0.756296113952645,0.141,0,1,0.178794253818306
"CTSK",0.0064694023252211,0.718468018380197,0.141,0,1,0.178794253818306
"MARVELD1",0.00646940297175237,0.768573344198148,0.141,0,1,0.178794253818306
"GRB2",0.0064990016948276,0.741683905611121,0.576,0.276,1,0.178794253818306
"RAB11FIP1",0.00650630975456422,0.694356751411578,0.598,0.345,1,0.178794253818306
"RHBDD1",0.00655819777963969,0.846521247261224,0.261,0.034,1,0.179625357667425
"CCDC18",0.0065829791578632,0.795032140952348,0.348,0.172,1,0.179711000102325
"MAMDC2",0.00664809990474591,0.950493363437978,0.435,0.207,1,0.180680665902059
"PDZD4",0.00666204166357753,-0.825358773303404,0.033,0.172,1,0.180680665902059
"NUBP2",0.00669940456454345,0.734761567916654,0.609,0.276,1,0.181102144889727
"SHC2",0.00676340152096735,-0.652872885760508,0.022,0.103,1,0.181557267388195
"MTG1",0.00680276447946516,0.700740010320441,0.522,0.276,1,0.181557267388195
"EIF3F",0.00682666778409892,0.327458803851822,0.913,0.724,1,0.181557267388195
"C21orf2",0.00683959584583247,0.893493312274569,0.228,0.034,1,0.181557267388195
"SNRPC",0.00684558266655177,0.810256152929348,0.533,0.241,1,0.181557267388195
"IFI6",0.00686435580233848,1.03995157067478,0.283,0.069,1,0.181557267388195
"RASAL1",0.0068693796794666,0.902190159578728,0.402,0.207,1,0.181557267388195
"PSME2",0.00691940548636717,0.808229169936906,0.522,0.276,1,0.181760020259399
"VKORC1L1",0.00695698786053488,0.842157734705838,0.304,0.069,1,0.181760020259399
"CXCR4",0.00696624110535549,0.567489362062358,0.761,0.483,1,0.181760020259399
"GPATCH8",0.00699626098784996,0.817528200181703,0.478,0.276,1,0.181760020259399
"NANP",0.00701344603668075,0.956104974640434,0.174,0.034,1,0.181760020259399
"VPS37B",0.00703150922656511,0.80026590285374,0.359,0.138,1,0.181760020259399
"RP11-332B14.2",0.00703201003539716,0.353100466300785,0.13,0,1,0.181760020259399
"DEDD2",0.00705226250434105,0.922730376812137,0.446,0.207,1,0.181760020259399
"IFT52",0.00710322053592422,0.871593098426641,0.5,0.207,1,0.182486568738522
"PACSIN3",0.00714551329106295,0.994881716352739,0.326,0.103,1,0.182486568738522
"MRPS16",0.00715345755605996,0.779507155594091,0.522,0.241,1,0.182486568738522
"YWHAZP2",0.00717401388985099,0.260175386154018,0.946,0.793,1,0.182486568738522
"PRR26",0.00721393048856872,0.660181040072116,0.207,0.034,1,0.182486568738522
"KBTBD4",0.00722409581827346,0.999449526468546,0.304,0.103,1,0.182486568738522
