"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","fdr"
"FRG1HP",0.00350733989247831,0.924474751234307,0.424,0.172,1,0.142914022055582
"SERINC3",0.00353002292584497,0.411918497341612,0.891,0.724,1,0.143016357395662
"MRPL44",0.00365673521540933,1.09740206320038,0.283,0.069,1,0.146869212374147
"YES1",0.00370071197948101,0.756750955687295,0.62,0.379,1,0.146869212374147
"LPAR2",0.00370707643881223,0.865682399054887,0.565,0.241,1,0.146869212374147
"RP11-10J21.2",0.00370955038090836,-0.807077592578341,0.022,0.138,1,0.146869212374147
"ASL",0.0037286965059727,0.841551323556557,0.565,0.241,1,0.146869212374147
"UBE2E2",0.00378400208939847,0.818836232091765,0.543,0.241,1,0.148224170242183
"POLR3K",0.00382768618039921,1.08973878870839,0.337,0.069,1,0.149111511093573
"RAC3",0.00387233530613306,1.00526325956379,0.37,0.103,1,0.150026542734882
"CSTF1",0.00399533434067063,0.910390287759017,0.446,0.276,1,0.153632304226686
"ENDOD1",0.00402381202609065,0.864537733008074,0.554,0.241,1,0.153632304226686
"CRYBG3",0.00403041023782278,0.882102668155003,0.359,0.103,1,0.153632304226686
"RNF220",0.00417542224716652,0.845479487224473,0.522,0.241,1,0.158308790012891
"AC007551.3",0.00420194601040849,-0.549840265417366,0.011,0.138,1,0.158467006456363
"NAAA",0.00433733234501266,0.972159904208036,0.402,0.103,1,0.161141728473436
"CHPF2",0.00440614201383174,0.89128205551153,0.337,0.069,1,0.161141728473436
"COQ5",0.00442907462648658,1.08909790984398,0.152,0,1,0.161141728473436
"RP11-732A19.2",0.00443686820998078,0.699414482967592,0.152,0,1,0.161141728473436
"RP11-649G15.2",0.0044368690156864,0.708987730993291,0.152,0,1,0.161141728473436
"TAF1B",0.00449005697822597,0.978154166831005,0.315,0.069,1,0.161141728473436
"AC005522.7",0.00453507121702173,0.911505952491368,0.152,0,1,0.161141728473436
"ZNF670",0.00453970759581031,0.856201598033702,0.152,0,1,0.161141728473436
"LIPH",0.00453970827529355,0.542889726025685,0.152,0,1,0.161141728473436
"MRPS9",0.00456539888502028,0.845528657975674,0.554,0.276,1,0.161141728473436
"AC019097.7",0.00457271120225783,0.738032088205609,0.152,0,1,0.161141728473436
"AC083884.8",0.00457271219764662,0.668012753572542,0.152,0,1,0.161141728473436
"SART1",0.00457271224368116,0.857218399395037,0.152,0,1,0.161141728473436
"EDIL3",0.00461792739969757,0.718910323480261,0.62,0.379,1,0.161141728473436
"RNF168",0.00468640437114101,0.500026028222744,0.783,0.586,1,0.161141728473436
"FOLR1",0.00469170199603069,0.987669569349567,0.435,0.172,1,0.161141728473436
"NOA1",0.00473636596905012,1.02778441995567,0.38,0.138,1,0.161141728473436
"TRMU",0.00474601087851745,0.989189887451632,0.413,0.138,1,0.161141728473436
"C2orf49",0.0047497526244086,0.876912643410143,0.337,0.103,1,0.161141728473436
"PRKCDBP",0.00476257786805123,0.887045458673151,0.522,0.207,1,0.161141728473436
"TOE1",0.00478092327964675,0.903172570590348,0.228,0.034,1,0.161141728473436
"TMX1",0.00479063871114141,0.76547244157215,0.576,0.31,1,0.161141728473436
"GCAT",0.0047956142042165,1.02206890642403,0.413,0.138,1,0.161141728473436
"HMGN4",0.00484517229410618,0.999715982579537,0.424,0.138,1,0.16128003201036
"MPP5",0.00484522522118571,0.936025020666807,0.304,0.138,1,0.16128003201036
"C9orf3",0.00490801436324137,0.774807369085272,0.587,0.241,1,0.161682293080515
"ETS2",0.00492734214628034,0.831231480757232,0.565,0.276,1,0.161682293080515
"ST14",0.00495904951773566,1.01977067615562,0.359,0.103,1,0.161682293080515
"MCM3",0.00496214810551555,0.57395209630561,0.761,0.552,1,0.161682293080515
"IWS1",0.00497133143745449,0.877943546189684,0.457,0.207,1,0.161682293080515
"BCL10",0.00514075798698212,0.855357148856883,0.435,0.172,1,0.164603153769901
"SDHA",0.00517424816274948,0.434408540243726,0.902,0.69,1,0.164603153769901
"BUD13",0.00522232222839271,1.05783466346291,0.272,0.034,1,0.164603153769901
"LGALS1",0.00522661682099584,0.305005544727609,0.946,0.759,1,0.164603153769901
"RNF113A",0.00524645931067573,-0.962588659352713,0.076,0.276,1,0.164603153769901
"KRT5",0.00524735641670535,0.334052410426385,0.946,0.793,1,0.164603153769901
"IDH3A",0.00525717860116038,0.962550474214845,0.272,0.069,1,0.164603153769901
"THOC6",0.00526641453245218,0.844199014787871,0.533,0.31,1,0.164603153769901
"GPC4",0.00527008686964281,0.749420354961665,0.63,0.345,1,0.164603153769901
"SEH1L",0.00532706982127024,0.651911774681762,0.696,0.414,1,0.165653179968447
"SELT",0.00536863706803669,0.691037733740534,0.663,0.379,1,0.165731212006085
"PTRF",0.00538986782522659,0.472316854151175,0.837,0.655,1,0.165731212006085
"PMVK",0.0054065783003583,0.759933544753951,0.609,0.31,1,0.165731212006085
"PRDX5",0.00543670571531244,0.480085357603102,0.837,0.552,1,0.165731212006085
"LMNB2",0.00544645590936783,0.919380303123414,0.413,0.172,1,0.165731212006085
"ZZZ3",0.00548635598231799,0.783396242311142,0.533,0.241,1,0.166231897071088
"HEATR6",0.00551981872790286,0.828141118632745,0.196,0.034,1,0.166534105450346
"RPP25L",0.00556802033186434,0.958987821490783,0.141,0,1,0.16727654302084
"FOXRED1",0.00562474789985785,1.06359278827843,0.272,0.034,1,0.167327516352758
"AC010093.1",0.00562739983971367,0.736644916976443,0.576,0.241,1,0.167327516352758
"LPIN2",0.00564051853431722,0.832832741911252,0.239,0.069,1,0.167327516352758
"TADA1",0.00573212730474461,1.00883573396857,0.391,0.103,1,0.169336594127664
"RP11-19E11.1",0.00578799350626281,0.520548203177535,0.804,0.552,1,0.169360889194851
"POU3F2",0.00580016566497135,0.850234588784036,0.489,0.207,1,0.169360889194851
"AKR1B1",0.00582406638158227,0.882856223537574,0.511,0.207,1,0.169360889194851
"PHB",0.00582849886650827,0.674661559533769,0.641,0.379,1,0.169360889194851
"EEPD1",0.00590138753780013,0.877432174939669,0.185,0.034,1,0.170778929155114
"TSC2",0.00602968554537708,0.659269268550344,0.685,0.379,1,0.172770547415207
"OSBPL7",0.00619357795333002,0.777318532674876,0.141,0,1,0.172770547415207
"SLC35B1",0.00619919558945256,-0.703743968232095,0.348,0.552,1,0.172770547415207
"PPOX",0.00631165073322545,-0.703223417208275,0.293,0.448,1,0.172770547415207
"STMN1",0.00631725306675946,0.170765762024732,0.989,0.897,1,0.172770547415207
"RP5-886K2.3",0.0063792710354955,0.69736358228074,0.141,0,1,0.172770547415207
"RP11-874J12.2",0.00637927145974166,0.704199410739093,0.141,0,1,0.172770547415207
"GEMIN6",0.00637927165309403,0.760868634307143,0.141,0,1,0.172770547415207
"FAM122B",0.00637927181365141,0.612581040762659,0.141,0,1,0.172770547415207
"MCM4",0.00638776458370121,0.429734170290034,0.891,0.621,1,0.172770547415207
"USP4",0.00640316058832279,0.546090663887613,0.761,0.483,1,0.172770547415207
"KTI12",0.00646092758318829,0.955994196062366,0.141,0,1,0.172770547415207
"AC012513.4",0.00646092764991411,0.78517583838877,0.141,0,1,0.172770547415207
"KB-1562D12.2",0.00646092773567521,0.750529937133203,0.141,0,1,0.172770547415207
"CTD-2373N4.3",0.00646092829591866,0.756296113952645,0.141,0,1,0.172770547415207
"GALK1",0.00646940189831502,1.01479119053909,0.141,0,1,0.172770547415207
"RPGR",0.00646940192285906,0.642371074650701,0.141,0,1,0.172770547415207
"ZNF776",0.00646940204821063,0.582743710903796,0.141,0,1,0.172770547415207
"CTSK",0.0064694023252211,0.718468018380197,0.141,0,1,0.172770547415207
"MARVELD1",0.00646940297175237,0.768573344198148,0.141,0,1,0.172770547415207
"GRB2",0.0064990016948276,0.741683905611121,0.576,0.276,1,0.172770547415207
"RAB11FIP1",0.00650630975456422,0.694356751411578,0.598,0.345,1,0.172770547415207
"RHBDD1",0.00655819777963969,0.846521247261224,0.261,0.034,1,0.173498590513602
"CCDC18",0.0065829791578632,0.795032140952348,0.348,0.172,1,0.173506774086432
"MAMDC2",0.00664809990474591,0.950493363437978,0.435,0.207,1,0.174294743154113
"PDZD4",0.00666204166357753,-0.825358773303404,0.033,0.172,1,0.174294743154113
"NUBP2",0.00669940456454345,0.734761567916654,0.609,0.276,1,0.174627861627254
"SHC2",0.00676340152096735,-0.652872885760508,0.022,0.103,1,0.175497269506355
"C21orf2",0.00683959584583247,0.893493312274569,0.228,0.034,1,0.175497269506355
"SNRPC",0.00684558266655177,0.810256152929348,0.533,0.241,1,0.175497269506355
"IFI6",0.00686435580233848,1.03995157067478,0.283,0.069,1,0.175497269506355
"RASAL1",0.0068693796794666,0.902190159578728,0.402,0.207,1,0.175497269506355
"ATXN3",0.0068812751654114,0.841294560384943,0.402,0.138,1,0.175497269506355
"PSME2",0.00691940548636717,0.808229169936906,0.522,0.276,1,0.175707888339458
"VKORC1L1",0.00695698786053488,0.842157734705838,0.304,0.069,1,0.175707888339458
"CXCR4",0.00696624110535549,0.567489362062358,0.761,0.483,1,0.175707888339458
"GPATCH8",0.00699626098784996,0.817528200181703,0.478,0.276,1,0.175707888339458
"NANP",0.00701344603668075,0.956104974640434,0.174,0.034,1,0.175707888339458
"DEDD2",0.00705226250434105,0.922730376812137,0.446,0.207,1,0.176058243506261
"IFT52",0.00710322053592422,0.871593098426641,0.5,0.207,1,0.176708188069132
"PACSIN3",0.00714551329106295,0.994881716352739,0.326,0.103,1,0.176717819067823
"MRPS16",0.00715345755605996,0.779507155594091,0.522,0.241,1,0.176717819067823
"KBTBD4",0.00722409581827346,0.999449526468546,0.304,0.103,1,0.177843192192913
"CPNE3",0.00736261286363217,0.644379817645351,0.674,0.379,1,0.180626038765232
"CTA-280A3.2",0.00738965472102627,-0.458162610105306,0.011,0.138,1,0.180664317145091
"SRCIN1",0.0074678224608267,-0.720848917063679,0.087,0.207,1,0.181947976794712
"EIF4E2",0.00751710513453153,0.660132335856761,0.63,0.345,1,0.182036937266651
"ATP10D",0.00752282406475721,-0.699349007438238,0.109,0.241,1,0.182036937266651
"FNBP1L",0.0076188066881839,0.522566399868683,0.793,0.621,1,0.183191922024975
"GPN1",0.00763710478502316,0.824776197678359,0.5,0.276,1,0.183191922024975
"PREB",0.00766446464019094,0.889339015364666,0.467,0.172,1,0.183191922024975
"C16orf59",0.0076739070298191,1.0589008359695,0.228,0.034,1,0.183191922024975
"PHLDB1",0.00773528707648455,0.677385082028753,0.609,0.345,1,0.184037534806294
"LOX",0.00776465262347437,0.533925294592197,0.772,0.517,1,0.184118351506466
"ZNF22",0.00781794124579858,0.813590507594155,0.5,0.207,1,0.184472775338685
"TCP11",0.00786582167529469,0.98100793633604,0.25,0.034,1,0.184472775338685
"PEX13",0.00786978779896893,0.894485083129987,0.37,0.103,1,0.184472775338685
"NUDCD3",0.00788504679301179,0.668324300986722,0.663,0.379,1,0.184472775338685
"BRE",0.00790969304696195,0.690973773837783,0.609,0.379,1,0.184472775338685
"L3HYPDH",0.00797755454934479,1.00697481859721,0.25,0.034,1,0.185445448376572
"SRSF2",0.00813148364137158,0.308823216470986,0.935,0.759,1,0.187816831283684
"MGME1",0.00813254826573922,0.555348208846298,0.739,0.517,1,0.187816831283684
"ATP23",0.00817832584796312,0.913952014446284,0.13,0,1,0.188200107316618
"SSX2IP",0.00824084108665553,0.886906485286894,0.359,0.138,1,0.188200107316618
"RMI1",0.00824887695135202,0.929664377657646,0.217,0.034,1,0.188200107316618
"SPSB1",0.00826566750142861,0.880697131406229,0.304,0.069,1,0.188200107316618
"PDIA6",0.00828701245054232,0.449397138001699,0.837,0.586,1,0.188200107316618
"ECT2",0.00830841094359682,0.829849265275311,0.457,0.172,1,0.188200107316618
"STAM",0.00837321495440515,0.813592402870571,0.5,0.172,1,0.189028467345461
"UBE2T",0.00848198156679645,0.774347083871574,0.565,0.276,1,0.189028467345461
"BDH2",0.00853604777896185,-0.792211048224949,0.228,0.483,1,0.189028467345461
"SF3A3",0.00855502961296759,0.607654012985125,0.696,0.414,1,0.189028467345461
"ITGA4",0.00859810730309179,0.959238417177514,0.304,0.069,1,0.189028467345461
"RP11-422P24.9",0.00860283310509605,0.630739693127891,0.12,0,1,0.189028467345461
"FANK1",0.00861159233799873,0.76145807816033,0.13,0,1,0.189028467345461
"RP11-390P2.2",0.00861159253632508,0.601962662491777,0.13,0,1,0.189028467345461
"RHBDL1",0.00861159262482922,0.747466335203644,0.13,0,1,0.189028467345461
"RGS3",0.0086115930821698,0.533969895013965,0.13,0,1,0.189028467345461
"NCDN",0.00871294721097503,0.840032866714994,0.37,0.069,1,0.189342741465351
"CDCA7",0.00874378575436251,0.351823212582172,0.913,0.69,1,0.189342741465351
"JUP",0.00884442344242342,0.352276940987717,0.902,0.724,1,0.189342741465351
"RP11-1399P15.1",0.00892760455775713,0.785453397475786,0.13,0,1,0.189342741465351
"SNORA18",0.00892760532172786,0.920617000496336,0.13,0,1,0.189342741465351
"FNTB",0.00895931008486099,0.962805550910198,0.185,0.069,1,0.189342741465351
"OAS3",0.00904286807133026,0.844395052116065,0.239,0.069,1,0.189342741465351
"RNU6-946P",0.00907664427028841,0.831475796733507,0.13,0,1,0.189342741465351
