"";"p_val";"avg_log2FC";"pct.1";"pct.2";"p_val_adj"
"CILP2";1,84940647701011e-14;0,773088042307188;0,146;0,017;7,44145684154559e-10
"SNORA81";1,87851224125688e-14;0,919373505283169;0,317;0,085;7,5585697051453e-10
"KIAA0355";1,90085701340802e-14;0,886890050416945;0,577;0,277;7,64847836484986e-10
"SLC25A24";1,91612443971893e-14;0,86666891942413;0,561;0,247;7,70990990809705e-10
"RTN3";1,91791064154785e-14;0,57391549648149;0,821;0,606;7,71709704839609e-10
"CENPW";1,93734720151737e-14;0,969577895962438;0,415;0,132;7,79530393474546e-10
"HNRNPL";2,10310361886972e-14;-0,444929628227202;0,837;0,933;8,46225803124611e-10
"PRR14";2,11332018192183e-14;0,849221990442512;0,553;0,253;8,50336641599885e-10
"CCDC15";2,14948950299806e-14;0,83934158782909;0,317;0,086;8,64890091321329e-10
"CRYBB2P1";2,30604266460004e-14;0,884206667379779;0,512;0,213;9,2788238695512e-10
"EXO1";2,38873982656222e-14;0,68916461324628;0,138;0,015;9,61157244013842e-10
"CPS1";2,49718787617427e-14;0,576046432749661;0,195;0,032;1,00479348573624e-09
"GMNN";2,66556891307066e-14;1,00442952700961;0,325;0,089;1,07254496355224e-09
"TMCO3";2,74055616674006e-14;0,925948714417629;0,488;0,191;1,1027175848112e-09
"KIF20B";2,88215886682948e-14;0,857286789371981;0,366;0,113;1,15969426324618e-09
"PPP4R2";2,91724430079908e-14;0,693076414057405;0,455;0,163;1,17381158931252e-09
"HAPLN3";2,9498106141427e-14;1,00925832513547;0,504;0,227;1,1869152968126e-09
"ZRANB2";2,98140504221898e-14;0,661867375121246;0,797;0,531;1,19962794683765e-09
"SFRP2";3,0631984643073e-14;1,08522220615091;0,187;0,031;1,23253916608333e-09
"RP4-617C6.1";3,14978005786871e-14;0,456300523567078;0,138;0,015;1,26737700188463e-09
"RP11-442A13.1";3,25021659085074e-14;-0,726769605490919;0,374;0,688;1,30778964966061e-09
"C2orf69";3,44637086111955e-14;0,93448103640219;0,423;0,15;1,38671624338867e-09
"RANBP17";3,46275312039459e-14;0,918517948657985;0,415;0,144;1,39330797305317e-09
"SRSF6";3,69767023170714e-14;0,367325792922286;0,984;0,876;1,487831571132e-09
"COL4A1";3,81558557086826e-14;-1,07178751643419;0,228;0,588;1,53527716615026e-09
"CALU";3,96293270226003e-14;0,41226887335203;0,927;0,774;1,59456523140837e-09
"RP11-142G7.1";4,10674275788762e-14;0,647447494619629;0,732;0,47;1,65243008349124e-09
"ADAMTS1";4,10691864669143e-14;1,10022495921878;0,398;0,142;1,65250085586923e-09
"SLMAP";4,15607795505658e-14;0,836922927737577;0,585;0,28;1,67228108677611e-09
"SH3RF2";4,16140200615171e-14;0,860503530476243;0,301;0,079;1,67442332521526e-09
"PI4KA";4,17933585386225e-14;0,764542107023239;0,724;0,421;1,68163936751855e-09
"UPP1";4,18684897376562e-14;0,950065957500895;0,26;0,06;1,68466242157407e-09
"HAPLN1";4,48262887221747e-14;-1,52783592130654;0,033;0,381;1,80367537931414e-09
"ADGRG6";4,53853272207904e-14;0,911818616318509;0,512;0,22;1,82616941138294e-09
"YES1";4,67175619552298e-14;0,900304601814171;0,569;0,272;1,87977454039258e-09
"INAFM1";4,7118991141421e-14;0,954268178479173;0,285;0,073;1,89592684655736e-09
"INTS7";4,84164092357787e-14;0,892338210840379;0,398;0,132;1,94813105842003e-09
"NAPRT";4,90059089759663e-14;0,917829192667188;0,569;0,258;1,97185075946595e-09
"CDCA7L";4,95160979247455e-14;0,892426071190907;0,455;0,166;1,99237923219798e-09
"EDF1";5,19285911856674e-14;-0,288819712082832;0,805;0,906;2,0894507235377e-09
"RP11-341D18.2";5,24127590816361e-14;0,527949081934026;0,244;0,055;2,10893218716779e-09
"PDLIM5";5,35544088038012e-14;0,606473468203794;0,797;0,615;2,15486874703855e-09
"HSPBP1";5,57623630265211e-14;0,828799572776408;0,659;0,332;2,24371020109813e-09
"POC1A";5,58775929855955e-14;0,905632174948798;0,244;0,053;2,24834670896141e-09
"C20orf27";5,64788179451308e-14;0,798970111877879;0,618;0,331;2,27253819765823e-09
"DLL3";6,19347323251359e-14;0,82794763324206;0,195;0,034;2,49206782456649e-09
"TPST1";6,23617159002936e-14;1,10759519356232;0,398;0,144;2,50924836268011e-09
"NOTCH1";6,79503574937173e-14;-0,742196574702831;0,496;0,742;2,7341185344747e-09
"EIF4G2";6,84750925992871e-14;0,391244860051792;0,935;0,85;2,75523230091752e-09
"RP4-631H13.2";7,11550649376977e-14;0,648398376718564;0,114;0,009;2,86306634789814e-09
"RAB6A";7,28560630725889e-14;0,641569471820696;0,78;0,569;2,93150940985176e-09
"SIK2";7,40387202501835e-14;0,770190342650647;0,488;0,197;2,97909598670663e-09
"TRAPPC8";8,1382676688348e-14;0,932549073675465;0,463;0,189;3,27459476190906e-09
"C21orf58";8,41790479378656e-14;0,75817248774483;0,268;0,066;3,3871123518759e-09
"RASEF";8,67973039403273e-14;0,560662972444398;0,195;0,035;3,49246311864695e-09
"RP5-1007M22.2";8,74601813368566e-14;0,614264195046575;0,179;0,028;3,5191353164511e-09
"ARPC1A";8,75538710029151e-14;0,605596607028023;0,732;0,507;3,5229051075443e-09
"DCLRE1C";9,05295060845623e-14;0,850306659158319;0,537;0,232;3,64263573632454e-09
"TMEM43";9,30609975898692e-14;0,593712246247371;0,805;0,592;3,74449536002357e-09
"PLXNB3";9,49155086706324e-14;0,710476319920925;0,415;0,14;3,81911532238024e-09
"SPATC1L";9,52146038522851e-14;0,914690988137254;0,317;0,086;3,83115001520439e-09
"EMP3";9,68001030062382e-14;0,974041101933752;0,463;0,19;3,894945744662e-09
"IKZF5";9,71099096049626e-14;0,828627962383138;0,537;0,228;3,90741143277488e-09
"MISP";9,79186138792237e-14;0,762053248070823;0,138;0,016;3,93995126665832e-09
"LRRCC1";9,97372860105993e-14;0,934176158182864;0,512;0,234;4,01312917720849e-09
"MTHFD1";1,00912641360887e-13;0,878818309171273;0,61;0,334;4,06042195043802e-09
"EVA1A";1,0536152984264e-13;0,903733569624631;0,431;0,155;4,23943187627829e-09
"BTG1";1,08895778508231e-13;0,724129343064008;0,691;0,403;4,3816394398357e-09
"KLC2";1,11591909423042e-13;0,880198363734092;0,317;0,092;4,49012365945494e-09
"RP11-635N19.3";1,14720381607875e-13;1,03124607973055;0,26;0,06;4,61600399475607e-09
"RARB";1,21304457768697e-13;0,965992245318511;0,463;0,186;4,88092746723907e-09
"PYGO2";1,22055815788841e-13;0,957979498281295;0,439;0,171;4,91115985989559e-09
"GABRP";1,22793175415253e-13;-1,53082973176302;0,065;0,434;4,94082899918353e-09
"C19orf43";1,38989455843907e-13;0,800919673395341;0,642;0,313;5,5925187347913e-09
"CCNI";1,40260899182147e-13;0,453224651920749;0,862;0,718;5,64367780039207e-09
"CRYBG3";1,42629177109488e-13;0,7831436994701;0,301;0,084;5,73897019935448e-09
"THOC5";1,58363832352414e-13;0,891294224358645;0,553;0,261;6,37208552236406e-09
"TPRA1";1,60231732115221e-13;0,961416564959056;0,431;0,16;6,44724420512015e-09
"MLF1";1,62972703930121e-13;0,98707462197623;0,463;0,192;6,55753268803629e-09
"VOPP1";1,70427076068998e-13;0,472057603103164;0,13;0,013;6,85747425978828e-09
"PIM1";1,72984532292133e-13;0,988840850983231;0,317;0,092;6,96037862583856e-09
"PTBP2";1,81610875061561e-13;0,690945026964484;0,748;0,456;7,30747677985203e-09
"LDHB";1,83745423023251e-13;-0,437526373256933;0,667;0,822;7,39336458618657e-09
"GABBR2";1,83843251640016e-13;0,517400175626955;0,106;0,008;7,39730091623932e-09
"AC018737.4";1,87992371952104e-13;0,727053319463131;0,488;0,214;7,5642490702368e-09
"EIF2B5";1,88124302851757e-13;0,91216118658246;0,439;0,162;7,56955757384616e-09
"DAZAP1";1,96019126799144e-13;0,766905048221281;0,553;0,253;7,88722160501715e-09
"TCP11L1";2,00051063539745e-13;0,750441247653328;0,293;0,075;8,04945464364873e-09
"ACTR1B";2,03880441852251e-13;0,988984323650263;0,463;0,197;8,20353733880903e-09
"RDH13";2,1041756145267e-13;0,845276662235068;0,301;0,081;8,46657142017108e-09
"RAB2A";2,30529873442787e-13;0,618033841248789;0,78;0,522;9,27583051771741e-09
"MYC";2,30895711186537e-13;0,481140619625606;0,829;0,704;9,2905507310127e-09
"TAOK3";2,30921455850403e-13;0,821335773205098;0,65;0,347;9,29158661905266e-09
"NFIA";2,43097137312807e-13;-0,955360683371291;0,211;0,588;9,78149951405541e-09
"FRAS1";2,45100903823045e-13;0,796059947585982;0,398;0,143;9,86212506712788e-09
"UBE2D2";2,67136618646068e-13;0,702033234096153;0,732;0,479;1,07487761244619e-08
"SPOCK2";2,681031762944e-13;0,881789468015219;0,317;0,096;1,07876675045578e-08
"GP1BB";2,71654372619952e-13;0,708161205176746;0,333;0,097;1,0930556991109e-08
"RP11-297L17.6";2,88942282901646e-13;0,681501755027188;0,626;0,338;1,16261706371135e-08
"SNAP29";2,91099632222245e-13;0,798908806545666;0,528;0,214;1,17129759017265e-08
"MCTP1";3,01168283211167e-13;0,767865635558735;0,26;0,065;1,21181082115677e-08
"PRIM1";3,09154861664087e-13;0,953875953513849;0,325;0,093;1,24394641687779e-08
"GGCT";3,18361272070308e-13;0,729803135659637;0,683;0,384;1,2809902504293e-08
"RP11-93I21.1";3,23449510499696e-13;0,364167074534429;0,146;0,019;1,30146379539763e-08
"CRB3";3,24839650689325e-13;0,968068349859481;0,374;0,124;1,30705730247864e-08
"HSPA6";3,37794381809279e-13;0,75309732688852;0,114;0,01;1,359183254086e-08
"FLNA";3,85847438272572e-13;0,28138232185351;0,976;0,905;1,55253433737735e-08
"EPM2AIP1";3,871534111878e-13;0,761418153395502;0,659;0,358;1,55778918059635e-08
"CACUL1";4,10409892679902e-13;0,600139093053419;0,78;0,579;1,65136628517612e-08
"MFAP2";4,26894828810904e-13;-0,735734810087489;0,407;0,711;1,71769672268644e-08
"BEX3";4,34081452446639e-13;-0,563683036259915;0,545;0,784;1,74661354020954e-08
"RBCK1";4,54677680641661e-13;0,755333963118584;0,691;0,407;1,82948658359785e-08
"RPS2L1";4,55263249746958e-13;0,601230237562712;0,667;0,44;1,83184273800683e-08
"CCDC124";4,55562492259843e-13;0,63158789072785;0,724;0,489;1,83304680010593e-08
"TOB1";4,74662069270326e-13;-0,308049982985829;0,854;0,956;1,90989776812301e-08
"XRCC2";4,75187551929774e-13;0,797192332467127;0,195;0,037;1,91201215269983e-08
"PQLC3";4,94698619496431e-13;0,911593085962471;0,512;0,235;1,99051883526779e-08
"PICK1";4,95225226453342e-13;0,915784023602075;0,415;0,161;1,99263774368031e-08
"RFPL1";5,00507893669552e-13;0,609776860866442;0,146;0,019;2,01389361175818e-08
"RIN1";5,00854389425494e-13;0,734817541119958;0,163;0,025;2,01528780673136e-08
"TNFRSF12A";5,135582768131e-13;0,822166875929402;0,634;0,324;2,06640443841287e-08
"ENTPD2";5,17285441899419e-13;0,643999260848764;0,236;0,053;2,08140143257069e-08
"RP11-5C23.3";5,30828178077711e-13;0,865905669056292;0,358;0,115;2,13589334013129e-08
"DPYD";5,51418200621148e-13;0,808957922105896;0,268;0,072;2,21874141383931e-08
"CD99";5,52518093543643e-13;-0,802062594838254;0,366;0,68;2,22316705299155e-08
"RP1-269M15.3";5,5940772927852e-13;0,826827990060931;0,203;0,039;2,25088888029798e-08
"RP11-36N20.2";5,59867936601531e-13;0,702872112824904;0,138;0,017;2,25274061650358e-08
"SLC38A1";5,9563955733504e-13;0,656799005809156;0,789;0,518;2,396674886849e-08
"RP11-254B13.4";6,23105192502736e-13;-0,936286394812965;0,22;0,586;2,50718836307326e-08
"KIF3C";6,61488702572374e-13;0,916323695960846;0,325;0,102;2,66163209254046e-08
"GK5";6,64764576149278e-13;0,804765961075578;0,488;0,211;2,67481322505185e-08
"SOSTDC1";6,7886782997852e-13;0,885126838826013;0,561;0,263;2,73156048748457e-08
"TMEM9B";6,81913039186386e-13;0,772333988185814;0,659;0,377;2,74381349577426e-08
"SNHG15";7,62741696419847e-13;0,715292734819322;0,659;0,398;3,06904376388454e-08
"ARL8B";8,08252971247952e-13;0,710489260838307;0,724;0,462;3,25216748041038e-08
"SNORD87";8,14455516718514e-13;1,05787121685371;0,333;0,104;3,27712466262028e-08
"AC005152.3";8,1467215507257e-13;-0,624777177756862;0,553;0,748;3,2779963503655e-08
"AHR";8,21370059163822e-13;0,696505708233222;0,472;0,194;3,30494670705747e-08
"KLK7";8,26748055353273e-13;0,955826967519554;0,195;0,037;3,32658615032496e-08
"SLC26A10";9,41867681599483e-13;0,664284243418429;0,187;0,034;3,78979299045184e-08
"RASD2";9,66759998146127e-13;0,776191703082839;0,325;0,097;3,88995220454057e-08
"PTENP1";9,81538310258396e-13;0,568057028380218;0,309;0,089;3,94941569898671e-08
"RBBP9";1,00334221519677e-12;0,868880321521686;0,48;0,204;4,03714807128725e-08
"CDCP1";1,02203491095898e-12;0,806998930934067;0,333;0,104;4,11236187122564e-08
"AK4";1,04400654145803e-12;0,794694891266488;0,447;0,177;4,20076912086467e-08
"TMEM139";1,06100371758989e-12;0,857188385275752;0,431;0,161;4,26916065846643e-08
"NFKBIB";1,07491505402454e-12;0,761725718507954;0,35;0,113;4,32513570287854e-08
"GSTO2";1,08180016827625e-12;-1,17014221471824;0,081;0,413;4,35283933709316e-08
"ESYT2";1,11146737180516e-12;0,724752248791563;0,675;0,38;4,47221126393244e-08
"RPL37AP1";1,13833709958261e-12;-0,592517202820189;0,496;0,753;4,58032698759055e-08
"CD207";1,15849435112849e-12;0,792828705319028;0,228;0,05;4,66143372063569e-08
"RNF24";1,25365715506071e-12;0,666794359467505;0,772;0,502;5,0443402948178e-08
"RP11-1277A3.2";1,25836134186823e-12;0,881913586688843;0,374;0,131;5,06326853127522e-08
"STX3";1,26323696146427e-12;0,835565774208977;0,374;0,129;5,08288656184378e-08
"COL4A2";1,27269153985805e-12;-0,640112919791392;0,569;0,765;5,12092894892682e-08
"CTSF";1,34978903760277e-12;0,82888171795883;0,618;0,313;5,43114615060226e-08
"RP4-604A21.1";1,35701903676561e-12;-0,802918967915256;0,252;0,597;5,4602374982338e-08
"ELAVL2";1,38360471316395e-12;0,901859963669923;0,374;0,135;5,5672102843578e-08
"PNLDC1";1,43923419006284e-12;-1,57546250916877;0;0,308;5,79104661055585e-08
"RP11-1415C14.4";1,46660238734811e-12;0,795618084715687;0,545;0,263;5,90116802597257e-08
"GUCD1";1,52667469372284e-12;0,885905759698096;0,48;0,202;6,1428809651326e-08
"PCDHGC3";1,53876733315319e-12;-1,27982731053482;0,041;0,365;6,19153811840847e-08
"ADIRF-AS1";1,57685573079843e-12;0,876765321642651;0,374;0,133;6,34479440401364e-08
"EFCAB14";1,61922857369437e-12;0,820217551076046;0,61;0,319;6,51529001197404e-08
"CYBA";1,63355468241663e-12;0,781271286167529;0,252;0,064;6,57293397563979e-08
"WNK4";1,64171162038386e-12;0,579530654307321;0,122;0,013;6,60575504693854e-08
"AMOTL2";1,86135811881749e-12;0,876783133981197;0,512;0,23;7,48954666268594e-08
"AC093627.10";1,961886939725e-12;0,319405828900811;0,114;0,011;7,89404447937146e-08
"MEIS3";2,02993932538819e-12;0,708607032738279;0,211;0,046;8,16786686356447e-08
"RP11-296A18.5";2,03635247780003e-12;0,56192375024887;0,724;0,47;8,19367146492396e-08
"CCDC85B";2,13403502387912e-12;0,946108870611638;0,276;0,079;8,58671672558241e-08
"SFMBT1";2,18813800313053e-12;0,885265186445237;0,366;0,129;8,80441088319632e-08
"DHX35";2,2498555322421e-12;0,926199730226316;0,415;0,159;9,05274370508254e-08
"GGT7";2,25862799531242e-12;0,771258661358892;0,618;0,317;9,08804146473858e-08
"GCA";2,29654659081543e-12;0,890546962620451;0,415;0,159;9,24061451746403e-08
"ANO1";2,31034366876712e-12;-0,997339319510984;0,179;0,534;9,29612982001827e-08
"ZWILCH";2,35943631590067e-12;0,93466522550643;0,366;0,132;9,49366390428953e-08
"TTC39C";2,37941646009616e-12;0,596865642517992;0,78;0,532;9,57405801048894e-08
"EEPD1";2,48197681377014e-12;0,665668680400892;0,154;0,023;9,9867301055669e-08
"NUP50";2,48226781954571e-12;0,697051792189929;0,699;0,477;9,98790102550606e-08
"MTRNR2L4";2,60076352842229e-12;-0,558962840177656;0,447;0,746;1,04646922093128e-07
"PRELID3A";2,60853762147039e-12;0,803167257780412;0,236;0,057;1,04959728275104e-07
"VAPB";2,88839207337192e-12;0,740951431247031;0,642;0,365;1,16220231856266e-07
"ARVCF";2,91313196905919e-12;0,909678554953784;0,35;0,121;1,17215691039035e-07
"EZH2";2,94189559499068e-12;0,817665279527432;0,618;0,347;1,1837305305564e-07
"CDK6";2,98263725053102e-12;0,535706442279794;0,935;0,679;1,20012375049617e-07
"CACNA1C";3,10425036348753e-12;-0,855042793489767;0,024;0,339;1,24905721875648e-07
"GOLGA8B";3,11529955181371e-12;0,788440629648718;0,528;0,261;1,25350308066328e-07
"ZNF28";3,31157179991494e-12;0,591356711714388;0,577;0,276;1,33247714513177e-07
"NABP1";3,32400738342666e-12;0,787487852189194;0,415;0,167;1,33748085086938e-07
"CDKN2B";3,39147169845833e-12;0,664694809763645;0,187;0,036;1,36462646730868e-07
"FAM83D";3,56060388094898e-12;0,894864028186255;0,203;0,043;1,43268018357744e-07
"DGCR6L";3,71089647820637e-12;0,656474880794761;0,78;0,466;1,4931534159359e-07
"MRAS";4,02324150464475e-12;0,65940609228342;0,276;0,074;1,61883168422391e-07
"PDLIM4";4,06990376059753e-12;-1,15623819616154;0,13;0,465;1,63760717615163e-07
"IL17RE";4,3375443835914e-12;0,803813637902884;0,415;0,152;1,74529773362567e-07
"PLEKHA7";4,459258900051e-12;0,772553271938696;0,593;0,298;1,79427200361352e-07
"KCTD7";4,63833955231899e-12;0,765351337749774;0,26;0,069;1,86632868566659e-07
"LDLRAP1";4,7405077433384e-12;0,860241953836993;0,341;0,111;1,90743810068707e-07
"ARHGAP1";5,14909656471713e-12;0,491195207909305;0,821;0,65;2,07184198474523e-07
"AP001432.14";5,28089409954259e-12;0,758370017924021;0,13;0,017;2,12487335883295e-07
"PTEN";5,47989367237774e-12;0,638128384000658;0,797;0,534;2,20494481695463e-07
"RARRES1";5,52480579665177e-12;1,02655863729649;0,285;0,086;2,22301610839877e-07
"INPP5F";5,58480991910446e-12;0,790428945488494;0,447;0,182;2,24715996715006e-07
"USP4";5,69575576004079e-12;0,733905004465512;0,691;0,391;2,29180124516761e-07
"ELMO3";5,74828331334261e-12;0,848304810673481;0,341;0,121;2,31293675678967e-07
"SRSF11";5,81840903512196e-12;0,379413758898363;0,911;0,786;2,34115324346202e-07
"ZDHHC23";6,11074533129419e-12;0,777536508856088;0,163;0,028;2,45878059895284e-07
"PVR";6,44171022357067e-12;0,855353371989365;0,366;0,131;2,59195094265813e-07
"MTBP";6,73682234444854e-12;0,66843679581324;0,301;0,087;2,71069520673576e-07
"AP4M1";6,76525687652219e-12;0,82356075695275;0,48;0,2;2,72213640940623e-07
"TJP3";6,94758125867564e-12;0,982141402603113;0,358;0,132;2,79549827105332e-07
"POM121";7,00789844957999e-12;0,562384714760612;0,797;0,55;2,8197680991575e-07
"CAST";7,21447335016386e-12;0,651001293141662;0,756;0,527;2,90288764190543e-07
"TACR1";7,55361519035889e-12;0,829088761468084;0,341;0,113;3,03934814414471e-07
"SMG5";7,94816383686068e-12;0,789294216169895;0,61;0,333;3,19810268303763e-07
"PES1";8,00090791366373e-12;0,808571699728918;0,585;0,337;3,21932531722088e-07
"ARHGAP11A";8,00576359211595e-12;0,520447448404667;0,13;0,017;3,2212790965597e-07
"AC096664.1";8,08296897269748e-12;-0,752531732003212;0,26;0,568;3,25234422554429e-07
"PLP2";8,21282019250732e-12;0,693168605889836;0,74;0,445;3,30459246085917e-07
"ZYX";8,34519949153726e-12;0,680737621638907;0,732;0,453;3,35785791940985e-07
"ZNF682";8,5859402577304e-12;0,598624285976627;0,293;0,084;3,45472478150298e-07
"MAT2A";8,67160543620882e-12;0,429778500197424;0,854;0,719;3,48919387936734e-07
"SORBS3";8,96411423902403e-12;0,723632632087171;0,61;0,341;3,6068906463561e-07
"PGAP1";9,13793264506881e-12;0,646375017650823;0,642;0,321;3,67682995839634e-07
"ABHD2";9,73835102046899e-12;0,731263623436911;0,569;0,285;3,91842030010611e-07
"ILF3";1,00251694773315e-11;0,25357280639238;0,935;0,886;4,03382744259389e-07
"NUP205";1,00255191477674e-11;0,773796048462551;0,512;0,219;4,03396813948717e-07
"PRELID1";1,06717857631135e-11;0,687036157694894;0,691;0,4;4,29400643750397e-07
"ATP2C2";1,08418982683749e-11;0,912598781216665;0,407;0,168;4,36245460624599e-07
"GPAA1";1,12377739409236e-11;0,517933056368735;0,772;0,585;4,52174310060944e-07
"TRIM17";1,13047211317695e-11;0,572916763107312;0,163;0,028;4,54868064179011e-07
"RP11-307E17.11";1,15003994741338e-11;0,286098039714489;0,967;0,864;4,62741573640723e-07
"ACO2";1,1679170806769e-11;0,609067646864247;0,724;0,507;4,69934795751963e-07
"SRSF7";1,18438641573516e-11;0,347787734343569;0,919;0,789;4,76561562099355e-07
"TNIP1";1,29031770938605e-11;0,745573311874698;0,504;0,233;5,19185136725664e-07
"ATR";1,29358730710468e-11;0,742296007716573;0,561;0,275;5,20500724759709e-07
"CTD-3247F14.2";1,32491649472146e-11;-1,22688527896061;0,065;0,365;5,33106649981075e-07
"TMEM259";1,38046840996837e-11;0,840661989713911;0,463;0,211;5,55459074118975e-07
"ARL13B";1,43951248545026e-11;0,753409483054636;0,528;0,246;5,79216638770623e-07
"ADIPOR1";1,48678183286559e-11;0,714998017294842;0,667;0,423;5,98236406090126e-07
"FANCG";1,50007094629887e-11;0,893507976241228;0,366;0,132;6,03583546662276e-07
"GUK1";1,51223409961542e-11;0,578201031237184;0,797;0,541;6,08477634662258e-07
"TSPYL1";1,52106820079949e-11;-0,605253871963154;0,545;0,836;6,12032211955689e-07
"GPC2";1,53163034506383e-11;0,802922607658498;0,236;0,063;6,16282101943335e-07
"CYCS";1,54335351665257e-11;0,45647796078421;0,829;0,632;6,20999154495497e-07
"HSBP1L1";1,55583908460511e-11;0,782347794691653;0,382;0,14;6,26022972472556e-07
"SSRP1";1,56826688404998e-11;0,730761845120878;0,618;0,317;6,3102354613519e-07
"PSENEN";1,59743832076858e-11;0,686700338532133;0,691;0,386;6,42761257127653e-07
"TMEM209";1,65785239665879e-11;0,78643167987591;0,569;0,291;6,67070068843598e-07
"PTPRS";1,69077129671612e-11;0,717504025350611;0,537;0,257;6,80315646659666e-07
"LIMA1";1,69252869370488e-11;-1,01643504634276;0,203;0,529;6,81022770486032e-07
"GPD2";1,83514729816982e-11;0,799367952630605;0,488;0,228;7,3840821836459e-07
"SLC27A1";1,95883694866732e-11;0,883610360455799;0,455;0,208;7,88177223035268e-07
"SOCS3";2,00720435007436e-11;-1,44649350041489;0,024;0,315;8,0763881433942e-07
"SYNE4";2,02594674032187e-11;0,9310084529257;0,309;0,1;8,15180189903313e-07
"SDHA";2,06186485515996e-11;0,47868897849258;0,854;0,647;8,29632561770715e-07
"SLC25A22";2,06389529791015e-11;0,828828091802608;0,244;0,066;8,30449551020107e-07
"KCNH8";2,21032303753396e-11;0,711196845431634;0,285;0,085;8,89367680612538e-07
"RP3-416H24.1";2,31198390663896e-11;0,641538523975192;0,203;0,047;9,30272964514318e-07
"IFNAR2";2,36702076859049e-11;0,587345531782237;0,341;0,121;9,52418146657755e-07
"ARHGDIB";2,36960509211535e-11;-1,51747731278626;0,024;0,319;9,53458000914455e-07
"RP11-466F5.9";2,42111217573987e-11;-0,750458466279001;0,252;0,566;9,74182906152453e-07
"LY6E";2,44289228658051e-11;0,49766604522073;0,805;0,62;9,82946569351402e-07
"EPS15";2,49363960291569e-11;0,713991669913448;0,675;0,424;1,00336576702519e-06
"VPS16";2,51756286253737e-11;0,860423979165607;0,488;0,229;1,01299176899916e-06
"TBC1D5";2,61776323339149e-11;0,741103284374797;0,593;0,315;1,05330939221973e-06
"SEC14L2";2,64970777563025e-11;0,813175324544418;0,366;0,139;1,06616291768034e-06
"MGME1";2,72140824310871e-11;0,684580137664019;0,683;0,43;1,09501303477965e-06
"METTL9";2,75950070562429e-11;0,864181895676917;0,463;0,213;1,11034029892205e-06
"PITPNB";2,8105704446856e-11;0,649072593325376;0,748;0,487;1,13088922982815e-06
"CTD-2024I7.13";2,92851633948274e-11;0,575648876446458;0,171;0,032;1,17834711951767e-06
"ZNF160";2,94579750835883e-11;0,513152483218955;0,813;0,496;1,18530054343834e-06
"RP11-344E13.3";3,1920661396373e-11;-1,05227382054698;0,041;0,332;1,28439165260586e-06
"IL17RD";3,23443507741136e-11;0,758782081941801;0,537;0,272;1,30143964209801e-06
"RP11-324B6.1";3,26196426146774e-11;0,505605602635199;0,756;0,503;1,31251655988677e-06
"MCM8";3,32337087451143e-11;0,752331810278012;0,179;0,038;1,33722473877717e-06
"RPS2P48";3,49828967928979e-11;0,607485416152407;0,528;0,286;1,40760681825583e-06
"SCAMP1";3,50087882944937e-11;0,791992285349894;0,577;0,338;1,40864861460554e-06
"SLC25A35";3,51793463458615e-11;0,882780396255542;0,374;0,147;1,41551135891843e-06
"FAM126A";3,5189159505615e-11;0,681940945879674;0,39;0,149;1,41590621102743e-06
"RP11-16M8.1";3,51917062941503e-11;0,658393753496761;0,415;0,166;1,41600868615772e-06
"KRT19P1";3,71027700046654e-11;-0,950872448364481;0,016;0,306;1,49290415667772e-06
"ATP13A3";3,74076587043983e-11;0,686648285139757;0,463;0,206;1,50517196328888e-06
"RPL7AP11";3,75342127850091e-11;-0,4970590932203;0,537;0,785;1,51026411983041e-06
"CDS2";3,84927255540709e-11;0,577289893673688;0,74;0,526;1,54883179811915e-06
"KIAA1683";3,91429974411652e-11;-0,945500748652143;0,179;0,508;1,57499678804016e-06
"COX6A1P2";3,96533043774468e-11;-0,601384862156014;0,472;0,727;1,59553000823533e-06
"USP37";4,06915197265547e-11;0,861207402800926;0,439;0,198;1,63730467923738e-06
"KPNA1";4,1169293496893e-11;0,760690013884147;0,593;0,333;1,65652886243449e-06
"COMMD2";4,21411068969498e-11;0,686651758982979;0,634;0,366;1,69563171821257e-06
"CALML3";4,22362412248346e-11;-1,38535477308618;0,016;0,296;1,69945963816367e-06
"JAK1";4,28648224809892e-11;0,708647883048881;0,691;0,413;1,72475186216756e-06
"SPCS1";4,3704398780322e-11;0,368584034609853;0,902;0,733;1,75853389372381e-06
"SEC22C";4,43563744152877e-11;0,810354434623138;0,528;0,257;1,78476743734793e-06
"ILK";4,45294273476369e-11;0,550530050456486;0,748;0,522;1,79173056818687e-06
"DHCR24";4,47092145230125e-11;0,908081307377565;0,39;0,158;1,79896466476245e-06
"PREB";4,69098495075216e-11;0,939269666853184;0,398;0,16;1,88751161463415e-06
"DFNA5";5,09195081396139e-11;0,747392724331997;0,276;0,081;2,04884824901364e-06
"RP5-1024C24.1";5,20770159721236e-11;0,767365054746878;0,366;0,132;2,09542289167034e-06
"MAP3K11";5,36064460286712e-11;0,751901530424226;0,317;0,107;2,15696256885564e-06
"DNMT3B";5,50557555721869e-11;0,670695326121617;0,179;0,037;2,21527843695808e-06
"IPO9";5,77237833316564e-11;0,73639680232616;0,626;0,361;2,32263186991586e-06
"GYPC";5,79579097829071e-11;-1,36675400930919;0,008;0,285;2,33205241593483e-06
"JAM3";5,95743681722639e-11;-1,36747829941981;0,033;0,313;2,39709385214738e-06
"PIK3CB";6,05026283480355e-11;0,811440444946779;0,455;0,211;2,4344442568399e-06
"PPIF";6,06340285694601e-11;0,798437152660836;0,537;0,272;2,43973140754936e-06
